Data Month,metdiv23,Net New Enrollments Alternative Verification Process,Net New Enrollments Verified by School,Net New Enrollments Lifeline,Net New Enrollments National Verifier Application,Net New Enrollments Total,Total Alternative Verification Process,Total Verified by School,Total Lifeline,Total National Verifier Application,Total Subscribers
2022-02-01,45104,208,-1,634,883,1724,3345,7,12021,7452,22825
2022-03-01,45104,70,0,694,1023,1787,3415,7,12715,8475,24612
2022-04-01,45104,-157,0,-863,1066,46,3258,7,11852,9541,24658
2022-05-01,45104,-136,-1,270,1095,1228,3122,6,12122,10636,25886
2022-06-01,45104,-112,-1,102,877,866,3010,5,12224,11513,26752
2022-07-01,45104,-124,-3,-28,865,710,2886,2,12196,12378,27462
2022-08-01,45104,-181,0,-70,658,407,2705,2,12126,13036,27869
2022-09-01,45104,-104,-1,243,881,1019,2601,1,12369,13917,28888
2022-10-01,45104,-102,0,34,1069,1001,2499,1,12403,14986,29889
2022-11-01,45104,-105,0,-93,494,296,2394,1,12310,15480,30185
2022-12-01,45104,-1393,0,-243,862,-774,1001,1,12067,16342,29411
2023-01-01,45104,-31,0,145,1007,1121,970,1,12212,17349,30532
2023-02-01,45104,-47,0,24,1002,979,923,1,12236,18351,31511
2023-03-01,45104,-36,0,-19,1608,1553,887,1,12217,19959,33064
2023-04-01,45104,-40,0,44,1286,1290,847,1,12261,21245,34354
2023-05-01,45104,-39,0,-129,1392,1224,808,1,12132,22637,35578
2023-06-01,45104,-29,0,-78,1296,1189,779,1,12054,23933,36767
2023-07-01,45104,-24,0,133,807,916,755,1,12187,24739,37682
2023-08-01,45104,-35,0,190,1120,1275,720,1,12377,25859,38957
2023-09-23,45104,-26,0,100,968,1042,694,1,12477,26827,39999
2023-10-01,45104,-474,0,176,678,380,220,1,12653,27505,40379
2023-11-01,45104,-39,0,64,1238,1263,181,1,12717,28743,41642
2023-12-01,45104,-4,0,-331,1610,1275,177,1,12386,30353,42917
2022-01-01,45294,3069,0,1165,3998,8232,38454,5,25845,39391,103695
2022-02-01,45294,3376,-1,-155,1563,4783,41830,4,25690,40954,108478
2022-03-01,45294,4238,0,1406,3047,8691,46068,4,27096,44001,117169
2022-04-01,45294,3401,0,491,2728,6620,49469,4,27587,46729,123789
2022-05-01,45294,4603,0,-93,-550,3960,54072,4,27494,46179,127749
2022-06-01,45294,4150,0,-444,8,3714,58222,4,27049,46186,131461
2022-07-01,45294,5296,-1,-470,2715,7540,63518,3,26579,48901,139001
2022-08-01,45294,4432,0,-1455,1743,4720,67950,3,25124,50644,143721
2022-09-01,45294,3789,0,558,99,4446,71739,3,25682,50743,148167
2022-10-01,45294,3612,0,1935,2113,7660,75351,3,27617,52856,155827
2022-11-01,45294,3650,-1,1494,2993,8136,79001,2,29111,55849,163963
2022-12-01,45294,3576,0,1963,4333,9872,82577,2,31074,60182,173835
2023-01-01,45294,2630,0,-2931,-1819,-2120,85207,2,28143,58363,171715
2023-02-01,45294,1704,-2,-393,3357,4666,86911,0,27750,61720,176381
2023-03-01,45294,3109,0,-1642,3657,5124,90020,0,26108,65377,181505
2023-04-01,45294,2177,0,-1010,5381,6548,92197,0,25098,70758,188053
2023-05-01,45294,1732,0,336,7015,9083,93929,0,25434,77773,197136
2023-06-01,45294,2717,0,1087,5626,9430,96646,0,26522,83419,206587
2023-07-01,45294,1205,0,579,5135,6919,97851,0,27099,88532,213482
2023-08-01,45294,2123,0,228,6085,8436,99974,0,27327,94617,221918
2023-09-23,45294,3014,0,256,5812,9082,102988,0,27583,100429,231000
2023-10-01,45294,1825,0,-220,4955,6560,104813,0,27368,105412,237593
2023-11-01,45294,1881,0,-2008,7246,7119,106694,0,25355,112630,244679
2023-12-01,45294,-2128,0,-1747,8140,4265,104566,0,23608,120770,248944
2022-01-01,47664,872,1,1235,1818,3926,7261,6,28162,18808,54237
2022-02-01,47664,506,0,2267,2192,4965,7767,6,30429,21000,59202
2022-03-01,47664,429,0,2924,2595,5948,8196,6,33353,23595,65150
2022-04-01,47664,47,0,-301,2239,1985,8243,6,33053,25834,67136
2022-05-01,47664,246,0,399,3316,3961,8489,6,33452,29150,71097
2022-06-01,47664,366,0,-6,2705,3065,8855,6,33446,31855,74162
2022-07-01,47664,492,-3,79,2305,2873,9347,3,33525,34160,77035
2022-08-01,47664,324,0,-199,2429,2554,9671,3,33326,36589,79589
2022-09-01,47664,314,0,1101,2899,4314,9985,3,34427,39488,83903
2022-10-01,47664,282,0,519,3003,3804,10267,3,34946,42491,87707
2022-11-01,47664,267,0,197,2984,3448,10534,3,35143,45475,91155
2022-12-01,47664,-1440,0,-381,3579,1758,9094,3,34762,49054,92913
2023-01-01,47664,347,0,719,3150,4216,9441,3,35481,52204,97129
2023-02-01,47664,425,0,214,2786,3425,9866,3,35695,54990,100554
2023-03-01,47664,395,-1,68,4397,4859,10261,2,35763,59387,105413
2023-04-01,47664,340,0,-6,4657,4991,10601,2,35756,64044,110403
2023-05-01,47664,383,-2,532,5163,6076,10984,0,36288,69207,116479
2023-06-01,47664,312,0,289,4387,4988,11297,0,36577,73597,121471
2023-07-01,47664,253,0,859,4156,5268,11549,0,37436,77750,126735
2023-08-01,47664,354,0,576,5769,6699,11903,0,38012,83519,133434
2023-09-23,47664,-329,0,102,6698,6471,11574,0,38114,90217,139905
2023-10-01,47664,41,0,167,9873,10081,11615,0,38281,100094,149990
2023-11-01,47664,-117,0,-1892,10262,8253,11498,0,36389,110351,158238
2023-12-01,47664,-114,0,-2297,19678,17267,11384,0,34092,130029,175505
2022-01-01,47764,493,0,229,728,1450,3139,2,15350,5270,23761
2022-02-01,47764,187,0,224,38,449,3326,2,15574,5308,24210
2022-03-01,47764,130,0,665,783,1578,3456,2,16239,6091,25788
2022-04-01,47764,-148,0,-315,709,246,3308,2,15925,6800,26035
2022-05-01,47764,-106,0,326,771,991,3202,2,16251,7571,27026
2022-06-01,47764,-95,0,-535,472,-158,3107,2,15716,8043,26868
2022-07-01,47764,-118,0,-439,561,4,2989,2,15277,8604,26872
2022-08-01,47764,-170,0,-593,813,50,2819,2,14684,9417,26922
2022-09-01,47764,-99,0,387,801,1089,2720,2,15071,10218,28011
2022-10-01,47764,-109,0,72,1262,1225,2611,2,15143,11480,29236
2022-11-01,47764,-146,0,-40,673,487,2465,2,15103,12153,29723
2022-12-01,47764,-1491,0,-446,1561,-376,974,2,14657,13714,29347
2023-01-01,47764,-31,0,152,1273,1394,943,2,14809,14987,30741
2023-02-01,47764,-52,0,84,1095,1127,891,2,14893,16082,31868
2023-03-01,47764,-29,0,-152,1409,1228,862,2,14741,17491,33096
2023-04-01,47764,-33,0,-198,1297,1066,829,2,14543,18788,34162
2023-05-01,47764,-42,0,119,2813,2890,787,2,14662,21601,37052
2023-06-01,47764,-37,0,532,1908,2403,750,2,15196,23510,39458
2023-07-01,47764,-29,0,501,1637,2109,721,2,15696,25146,41565
2023-08-01,47764,-42,0,529,1563,2050,679,2,16225,26709,43615
2023-09-23,47764,-495,0,55,1051,611,184,2,16280,27760,44226
2023-10-01,47764,-20,0,-104,1698,1574,164,2,16177,29460,45803
2023-11-01,47764,-1,0,-957,1598,640,163,2,15219,31056,46440
2023-12-01,47764,-2,0,-999,1597,596,161,2,14220,32653,47036
2022-01-01,48424,392,0,433,1697,2522,3134,3,7924,12978,24039
2022-02-01,48424,142,-1,-11,1174,1304,3276,2,7913,14152,25343
2022-03-01,48424,33,0,391,2367,2791,3309,2,8304,16519,28134
2022-04-01,48424,-166,0,104,1720,1658,3143,2,8408,18239,29792
2022-05-01,48424,-129,0,-170,1681,1382,3014,2,8238,19920,31174
2022-06-01,48424,-116,-1,-568,1418,733,2898,1,7670,21338,31907
2022-07-01,48424,-114,0,-41,821,666,2784,1,7629,22159,32573
2022-08-01,48424,-202,0,-486,1444,756,2582,1,7143,23603,33329
2022-09-01,48424,-115,0,210,1317,1412,2467,1,7353,24920,34741
2022-10-01,48424,-84,0,435,2120,2471,2383,1,7788,27040,37212
2022-11-01,48424,-114,0,298,2159,2343,2269,1,8086,29199,39555
2022-12-01,48424,-93,0,743,1663,2313,2176,1,8829,30862,41868
2023-01-01,48424,-106,0,-359,-850,-1315,2070,1,8470,30012,40553
2023-02-01,48424,-69,0,145,1160,1236,2001,1,8615,31172,41789
2023-03-01,48424,-1166,0,-345,1728,217,835,1,8270,32900,42006
2023-04-01,48424,-40,0,-149,2762,2573,795,1,8121,35662,44579
2023-05-01,48424,-47,0,-185,2762,2530,748,1,7936,38424,47109
2023-06-01,48424,-23,0,5,2746,2728,725,1,7941,41170,49837
2023-07-01,48424,-29,0,9,2662,2642,696,1,7950,43832,52479
2023-08-01,48424,-40,0,-28,4417,4349,656,1,7922,48249,56828
2023-09-23,48424,-30,0,-57,4002,3915,626,1,7865,52251,60743
2023-10-01,48424,-48,0,-351,3824,3425,578,1,7514,56075,64168
2023-11-01,48424,-14,0,-412,4339,3913,564,1,7102,60414,68081
2023-12-01,48424,-13,0,-526,4706,4167,551,1,6576,65120,72248
2022-01-01,48864,397,1,334,809,1541,2705,8,7271,7185,17169
2022-02-01,48864,86,0,486,677,1249,2791,8,7757,7862,18418
2022-03-01,48864,28,0,1019,687,1734,2819,8,8776,8549,20152
2022-04-01,48864,-142,0,562,556,976,2677,8,9339,9105,21129
2022-05-01,48864,-110,-1,690,367,946,2567,7,10029,9472,22075
2022-06-01,48864,-94,-1,143,814,862,2473,6,10172,10286,22937
2022-07-01,48864,-91,-2,-250,729,386,2382,4,9922,11015,23323
2022-08-01,48864,-145,-1,-255,647,246,2237,3,9667,11662,23569
2022-09-01,48864,-113,-1,345,913,1144,2124,2,10012,12575,24713
2022-10-01,48864,-103,0,245,1215,1357,2021,2,10257,13790,26070
2022-11-01,48864,-102,0,-146,637,389,1919,2,10111,14427,26459
2022-12-01,48864,-1177,0,40,933,-204,742,2,10151,15360,26255
2023-01-01,48864,-22,0,115,1081,1174,720,2,10266,16441,27429
2023-02-01,48864,-21,-1,-156,1311,1133,699,1,10109,17752,28561
2023-03-01,48864,-39,0,-296,1380,1045,660,1,9813,19132,29606
2023-04-01,48864,-23,0,-258,1070,789,637,1,9555,20202,30395
2023-05-01,48864,-27,0,-111,1922,1784,610,1,9444,22124,32179
2023-06-01,48864,-31,0,138,2174,2281,579,1,9582,24298,34460
2023-07-01,48864,-20,0,73,1819,1872,559,1,9655,26117,36332
2023-08-01,48864,-35,0,33,1571,1569,524,1,9688,27688,37901
2023-09-23,48864,-365,0,-253,413,-205,159,1,9435,28101,37696
2023-10-01,48864,-32,0,-212,1278,1034,127,1,9223,29379,38730
2023-11-01,48864,-10,0,-584,1613,1019,117,1,8639,30992,39749
2023-12-01,48864,-1,0,-514,1305,790,116,1,8125,32297,40539
2022-01-01,99999,135521,148,130438,204829,470936,1742292,6661,3415149,2170356,7334458
2022-02-01,99999,152172,85,157610,108101,417968,1894464,6746,3572759,2278457,7752426
2022-03-01,99999,154159,-1,231471,259536,645165,2048622,6745,3804164,2537975,8397506
2022-04-01,99999,119170,-42,-68993,215259,265394,2167770,6642,3734667,2752990,8662069
2022-05-01,99999,155914,77,25762,227682,409435,2323684,6719,3760429,2980672,9071504
2022-06-01,99999,163344,1,5319,264413,433077,2487028,6720,3765720,3245055,9504523
2022-07-01,99999,192500,-815,-109557,238028,320156,2679527,5904,3656105,3483031,9824567
2022-08-01,99999,161711,-17,-79348,257633,339979,2841238,5887,3576757,3740665,10164547
2022-09-01,99999,158226,-104,42099,239167,439388,2999464,5783,3618836,3979799,10603882
2022-10-01,99999,120947,-62,85778,244623,451286,3120370,5721,3703037,4224270,11053398
2022-11-01,99999,106789,-61,38850,184044,329622,3226837,5659,3740520,4407912,11380928
2022-12-01,99999,38401,-98,19214,259838,317355,3265570,5562,3761061,4668156,11700349
2023-01-01,99999,65391,-50,33343,249994,348678,3330959,5512,3794369,4918081,12048921
2023-02-01,99999,134716,-106,15047,270428,420085,3465676,5406,3809448,5188630,12469160
2023-03-01,99999,132538,-98,-41825,365839,456454,3598213,5308,3767607,5554452,12925580
2023-04-01,99999,123952,-40,-48893,405029,480048,3722164,5268,3718703,5959475,13405610
2023-05-01,99999,137470,-78,-14627,391461,514226,3859630,5190,3704064,6350921,13919805
2023-06-01,99999,155121,-75,14962,394424,564432,4020024,5172,3727941,6762741,14515878
2023-07-01,99999,106703,-39,10366,345215,462245,4121189,5074,3729485,7089835,14945583
2023-08-01,99999,128253,-71,51530,403695,583407,4249442,5003,3781003,7493515,15528963
2023-09-23,99999,113496,33,-21924,267980,359585,4362938,5036,3759079,7761495,15888548
2023-10-01,99999,59053,-76,-44869,287852,301960,4428222,5018,3722882,8069053,16225175
2023-11-01,99999,35774,-44,-116980,427453,346203,4457737,4919,3598867,8476599,16538122
2023-12-01,99999,-7222,-10,-138023,424091,278836,4450515,4909,3460844,8900690,16816958
