Data Month,county,Net New Enrollments Alternative Verification Process,Net New Enrollments Verified by School,Net New Enrollments Lifeline,Net New Enrollments National Verifier Application,Net New Enrollments Total,Total Alternative Verification Process,Total Verified by School,Total Lifeline,Total National Verifier Application,Total Subscribers
2022-04-01,36035,120,0,5,46,172,1537,1,1059,521,3118
2022-05-01,36035,145,0,52,60,259,1685,1,1112,581,3377
2022-06-01,36035,121,0,20,103,242,1804,1,1131,684,3618
2022-07-01,36035,197,-1,-65,62,195,2001,0,1067,745,3814
2022-08-01,36035,158,0,-37,77,197,2159,0,1032,823,4011
2022-09-01,36035,203,0,4,133,339,2362,0,1033,955,4352
2022-10-01,36035,61,0,28,186,275,2423,0,1062,1143,4626
2022-11-01,36035,126,0,20,89,235,2549,0,1083,1230,4860
2022-12-01,36035,164,0,16,22,202,2712,0,1099,1250,5062
2023-01-01,36035,115,0,1,52,170,2827,0,1100,1303,5231
2023-02-01,36035,193,0,-18,30,203,3020,0,1081,1334,5437
2023-03-01,36035,153,0,-42,72,183,3174,0,1040,1405,5617
2023-04-01,36035,104,0,7,98,210,3277,0,1047,1502,5827
2023-05-01,36035,139,0,-16,99,222,3415,0,1031,1604,6051
2023-06-01,36035,145,0,52,98,292,3559,0,1080,1700,6340
2023-07-01,36035,75,0,17,74,163,3634,0,1097,1772,6503
2023-08-01,36035,93,0,9,152,257,3728,0,1106,1925,6759
2023-09-23,36035,138,0,2,87,223,3864,0,1107,2013,6982
2023-10-01,36035,36,0,-40,97,94,3900,0,1065,2110,7077
2023-11-01,36035,16,0,-85,178,107,3918,0,983,2288,7185
2023-12-01,36035,-1,0,-33,126,93,3917,0,947,2415,7278
2022-01-01,36037,63,0,28,35,124,685,1,484,364,1533
2022-02-01,36037,49,0,45,13,106,733,1,529,377,1637
2022-03-01,36037,97,0,67,4,167,828,1,595,381,1805
2022-04-01,36037,108,0,-21,14,101,935,1,574,395,1909
2022-05-01,36037,99,0,20,33,151,1036,1,594,427,2059
2022-06-01,36037,125,0,10,58,194,1162,1,604,486,2252
2022-07-01,36037,155,0,11,42,208,1316,1,615,527,2459
2022-08-01,36037,158,0,-8,45,194,1473,1,607,572,2652
2022-09-01,36037,149,0,-7,34,177,1623,1,601,607,2831
2022-10-01,36037,109,0,11,49,170,1735,1,610,657,3002
2022-11-01,36037,91,0,-12,36,117,1824,1,599,692,3115
2022-12-01,36037,127,0,-6,59,177,1950,1,593,754,3294
2023-01-01,36037,75,0,17,95,184,2024,1,610,847,3481
2023-02-01,36037,123,0,-8,49,163,2146,1,603,895,3644
2023-03-01,36037,143,0,-10,55,189,2289,1,591,953,3833
2023-04-01,36037,93,0,-29,68,133,2379,1,563,1020,3962
2023-05-01,36037,70,0,4,56,129,2450,1,568,1075,4091
2023-06-01,36037,96,0,31,69,194,2548,1,599,1152,4299
2023-07-01,36037,55,-1,1,78,131,2598,0,598,1220,4419
2023-08-01,36037,81,0,-21,93,154,2682,0,578,1313,4571
2023-09-23,36037,74,0,-24,60,111,2756,0,554,1375,4684
2023-10-01,36037,5,0,-12,42,34,2766,0,545,1428,4738
2023-11-01,36037,-23,0,-32,101,47,2739,0,510,1519,4767
2023-12-01,36037,-17,0,-28,124,77,2722,0,480,1641,4847
2022-01-01,36039,5,0,26,13,43,31,0,351,161,541
2022-02-01,36039,7,0,24,25,56,38,0,374,185,596
2022-03-01,36039,9,0,43,23,75,47,0,417,208,671
2022-04-01,36039,4,0,-2,19,21,51,0,416,228,693
2022-05-01,36039,11,0,9,12,33,62,0,423,240,727
2022-06-01,36039,8,0,-2,55,61,71,0,421,294,788
2022-07-01,36039,6,0,0,26,34,77,0,421,319,819
2022-08-01,36039,4,0,9,32,45,81,0,430,351,863
2022-09-01,36039,6,0,7,51,64,87,0,437,402,928
2022-10-01,36039,2,0,4,12,18,89,0,441,414,945
2022-11-01,36039,5,0,-8,20,17,95,0,433,435,963
2022-12-01,36039,8,0,11,47,66,103,0,444,482,1030
2023-01-01,36039,4,0,10,55,70,107,0,455,538,1101
2023-02-01,36039,9,0,15,52,76,116,0,470,590,1177
2023-03-01,36039,5,0,-5,47,48,121,0,466,638,1225
2023-04-01,36039,3,0,-14,60,49,124,0,453,696,1272
2023-05-01,36039,0,0,47,49,96,124,0,501,745,1370
2023-06-01,36039,5,0,20,33,58,129,0,520,778,1428
2023-07-01,36039,3,0,-19,54,38,132,0,499,833,1466
2023-08-01,36039,3,0,-25,29,7,134,0,474,863,1473
2023-09-23,36039,2,0,-16,21,7,137,0,460,886,1482
2023-10-01,36039,0,0,-1,74,74,138,0,458,960,1554
2023-11-01,36039,3,0,-12,42,33,141,0,446,1004,1588
2023-12-01,36039,-1,0,-31,73,41,139,0,415,1074,1628
2022-01-01,36041,0,0,0,4,4,3,0,6,13,22
2022-02-01,36041,1,0,0,5,6,4,0,6,18,28
2022-03-01,36041,1,0,1,3,4,4,0,7,21,32
2022-04-01,36041,2,0,0,2,4,7,0,7,20,34
2022-05-01,36041,7,0,1,1,10,14,0,9,21,45
2022-06-01,36041,3,0,3,-1,4,16,0,11,20,48
2022-07-01,36041,3,0,-1,7,8,19,0,10,26,57
2022-08-01,36041,0,0,0,0,1,19,0,11,27,57
2022-09-01,36041,1,0,1,6,8,20,0,11,32,65
2022-10-01,36041,0,0,0,0,0,20,0,11,33,65
2022-11-01,36041,-2,0,1,1,-1,18,0,12,33,64
2022-12-01,36041,2,0,-1,4,5,20,0,11,37,69
2023-01-01,36041,3,0,3,4,10,23,0,14,41,78
2023-02-01,36041,1,0,-2,4,3,24,0,11,45,81
2023-03-01,36041,1,0,0,1,1,24,0,11,46,83
2023-04-01,36041,5,0,1,2,8,29,0,12,48,90
2023-05-01,36041,9,0,0,8,17,38,0,12,56,107
2023-06-01,36041,3,0,0,1,4,42,0,13,62,116
2023-07-01,36041,2,0,0,3,4,44,0,13,60,116
2023-08-01,36041,3,0,0,4,7,47,0,12,64,123
2023-09-23,36041,-1,0,0,0,-2,45,0,12,64,121
2023-10-01,36041,-7,0,-1,-3,-11,38,0,11,65,114
2023-11-01,36041,-2,0,-2,7,4,35,0,9,68,114
2023-12-01,36041,-1,0,-1,2,0,35,0,8,71,113
2022-01-01,36043,102,0,37,49,188,961,0,948,348,2260
2022-02-01,36043,80,0,73,23,175,1039,0,1022,372,2434
2022-03-01,36043,122,0,70,16,210,1160,0,1094,388,2644
2022-04-01,36043,125,0,-25,55,155,1290,0,1068,445,2803
2022-05-01,36043,101,0,-1,40,143,1389,0,1068,487,2945
2022-06-01,36043,112,0,-14,75,173,1500,0,1055,561,3119
2022-07-01,36043,169,0,-111,46,110,1673,0,943,609,3227
2022-08-01,36043,133,0,-29,105,216,1809,0,916,715,3443
2022-09-01,36043,127,0,-8,42,164,1935,0,909,756,3607
2022-10-01,36043,98,0,12,84,194,2033,0,920,841,3800
2022-11-01,36043,104,0,26,36,164,2138,0,947,877,3964
2022-12-01,36043,123,0,18,80,222,2261,0,965,960,4186
2023-01-01,36043,86,0,-1,90,172,2346,0,965,1049,4361
2023-02-01,36043,170,0,-8,44,206,2516,0,957,1093,4568
2023-03-01,36043,155,0,-20,103,239,2674,0,936,1195,4808
2023-04-01,36043,116,0,-13,124,228,2787,0,923,1322,5035
2023-05-01,36043,83,0,33,129,242,2871,0,959,1449,5281
2023-06-01,36043,133,0,4,75,211,3006,0,964,1525,5499
2023-07-01,36043,60,0,16,85,160,3061,0,981,1610,5653
2023-08-01,36043,98,0,-9,76,162,3161,0,971,1684,5817
2023-09-23,36043,187,0,-23,55,220,3348,0,948,1740,6035
2023-10-01,36043,76,0,-57,73,92,3429,0,891,1813,6134
2023-11-01,36043,52,0,-45,176,181,3475,0,844,1989,6312
2023-12-01,36043,-23,0,-27,191,139,3456,0,815,2180,6452
2022-01-01,36045,126,0,81,70,276,1639,0,1832,731,4205
2022-02-01,36045,137,0,102,33,273,1775,0,1933,766,4474
2022-03-01,36045,187,0,134,66,384,1962,0,2068,830,4860
2022-04-01,36045,174,0,-16,68,226,2137,0,2051,898,5087
2022-05-01,36045,196,0,12,79,287,2332,0,2064,977,5374
2022-06-01,36045,169,0,-12,148,306,2501,0,2053,1125,5680
2022-07-01,36045,259,0,-258,217,218,2761,0,1793,1341,5897
2022-08-01,36045,292,0,-116,211,387,3053,0,1677,1553,6282
2022-09-01,36045,213,0,-48,208,372,3265,0,1629,1761,6657
2022-10-01,36045,176,0,-5,105,278,3443,0,1624,1864,6932
2022-11-01,36045,156,0,-20,83,217,3598,0,1604,1947,7150
2022-12-01,36045,201,0,-17,89,272,3799,0,1588,2038,7424
2023-01-01,36045,180,0,11,105,296,3977,0,1599,2143,7720
2023-02-01,36045,284,0,-12,80,352,4262,0,1587,2223,8072
2023-03-01,36045,229,0,0,135,367,4492,0,1588,2357,8440
2023-04-01,36045,214,0,3,203,418,4708,0,1592,2559,8855
2023-05-01,36045,219,0,35,181,436,4925,0,1627,2739,9292
2023-06-01,36045,288,0,-40,158,406,5218,0,1588,2917,9722
2023-07-01,36045,151,0,52,134,337,5365,0,1638,3030,10033
2023-08-01,36045,173,0,-6,199,366,5536,0,1632,3229,10399
2023-09-23,36045,242,0,-40,95,297,5778,0,1593,3322,10694
2023-10-01,36045,28,0,-91,212,150,5811,0,1505,3553,10870
2023-11-01,36045,-37,0,-66,272,167,5768,0,1438,3807,11010
2023-12-01,36045,-185,0,-134,1167,848,5584,0,1304,4972,11860
2022-01-01,36047,277,3,4276,2853,7409,6183,34,68103,29404,103724
2022-02-01,36047,321,0,2875,1361,4557,6504,34,70978,30765,108281
2022-03-01,36047,576,1,6763,3716,11057,7081,35,77741,34481,119338
2022-04-01,36047,349,1,3844,2917,7112,7430,36,81585,37398,126450
2022-05-01,36047,684,0,2695,5575,8955,8114,36,84281,42974,135406
2022-06-01,36047,718,-1,1598,5285,7600,8832,35,85877,48259,143005
2022-07-01,36047,801,-2,-5456,3372,-1285,9634,33,80421,51632,141720
2022-08-01,36047,650,1,-2089,5426,3989,10284,34,78332,57058,145709
2022-09-01,36047,683,0,-39,6812,7456,10967,34,78293,63870,153166
2022-10-01,36047,488,0,-296,5271,5463,11456,34,77998,69141,158629
2022-11-01,36047,317,-1,-1112,3772,2977,11773,33,76886,72913,161606
2022-12-01,36047,619,0,-1658,4889,3850,12393,33,75227,77804,165456
2023-01-01,36047,233,0,657,4513,5403,12626,33,75884,82317,170859
2023-02-01,36047,277,0,101,4048,4427,12903,33,75985,86366,175287
2023-03-01,36047,345,-1,-626,7176,6894,13248,32,75359,93541,182180
2023-04-01,36047,313,0,-1146,6430,5597,13561,32,74213,99971,187777
2023-05-01,36047,267,0,1403,5954,7624,13828,32,75617,105924,195401
2023-06-01,36047,393,0,3752,4755,8900,14792,35,80279,112264,207371
2023-07-01,36047,89,-1,2235,5745,8069,14296,31,81578,116398,212303
2023-08-01,36047,335,0,1883,6574,8791,14631,31,83460,122972,221095
2023-09-23,36047,122,0,616,4784,5522,14754,31,84076,127756,226617
2023-10-01,36047,33,0,-194,5290,5129,15391,34,84802,134785,235013
2023-11-01,36047,-69,0,-3216,12281,8996,14734,31,80629,145255,240650
2023-12-01,36047,-177,-1,-3250,12643,9215,14557,30,77379,157899,249865
2022-01-01,36049,26,0,15,15,56,253,0,222,136,609
2022-02-01,36049,37,0,25,14,76,290,0,248,149,686
2022-03-01,36049,40,0,21,17,79,331,0,269,166,765
2022-04-01,36049,43,0,-8,13,47,374,0,259,178,812
2022-05-01,36049,53,0,0,15,70,428,0,260,194,882
2022-06-01,36049,33,0,1,22,54,463,0,260,215,937
2022-07-01,36049,79,0,-3,20,97,541,0,259,235,1034
2022-08-01,36049,51,0,-2,26,75,593,0,257,261,1109
2022-09-01,36049,56,0,-1,26,80,649,0,255,286,1188
2022-10-01,36049,34,0,3,16,52,683,0,257,302,1242
2022-11-01,36049,38,0,-2,28,64,721,0,256,330,1307
2022-12-01,36049,45,0,9,23,76,766,0,264,353,1383
2023-01-01,36049,47,0,7,38,91,814,0,270,389,1474
2023-02-01,36049,75,0,-7,23,90,889,0,263,414,1564
2023-03-01,36049,66,0,-14,58,107,954,0,247,473,1671
2023-04-01,36049,62,0,18,18,96,1014,0,264,490,1770
2023-05-01,36049,40,0,-11,59,86,1056,0,254,546,1856
2023-06-01,36049,50,0,6,31,86,1105,0,262,576,1942
2023-07-01,36049,34,0,-10,31,55,1139,0,252,606,1998
2023-08-01,36049,40,0,0,28,68,1180,0,252,636,2066
2023-09-23,36049,45,0,-8,6,45,1226,0,244,643,2113
2023-10-01,36049,23,0,-8,65,77,1249,0,234,707,2189
2023-11-01,36049,7,0,-6,46,47,1256,0,227,752,2238
2023-12-01,36049,-29,0,-18,311,263,1226,0,209,1063,2498
2022-01-01,36051,31,0,28,28,87,529,0,426,264,1221
2022-02-01,36051,52,0,33,29,111,579,0,461,292,1332
2022-03-01,36051,58,0,50,28,137,642,0,510,318,1470
2022-04-01,36051,85,0,-18,41,107,726,0,492,357,1575
2022-05-01,36051,75,0,23,33,132,802,0,515,391,1708
2022-06-01,36051,110,0,11,16,135,910,0,527,407,1844
2022-07-01,36051,154,0,-10,37,181,1065,0,516,445,2026
2022-08-01,36051,168,0,3,60,234,1235,0,520,505,2258
2022-09-01,36051,141,0,15,42,197,1376,0,535,546,2458
2022-10-01,36051,84,0,5,29,117,1459,0,540,573,2574
2022-11-01,36051,67,0,6,52,120,1523,0,547,625,2696
2022-12-01,36051,113,0,8,31,153,1638,0,554,657,2850
2023-01-01,36051,84,0,25,70,182,1723,0,579,729,3032
2023-02-01,36051,101,0,-16,54,137,1828,0,564,783,3172
2023-03-01,36051,114,0,-14,52,153,1944,0,549,835,3327
2023-04-01,36051,91,0,-7,63,146,2034,0,542,896,3473
2023-05-01,36051,47,0,3,60,110,2081,0,544,958,3580
2023-06-01,36051,99,0,5,68,172,2182,0,548,1029,3758
2023-07-01,36051,44,0,-14,50,81,2222,0,534,1077,3833
2023-08-01,36051,94,0,-10,74,158,2318,0,522,1152,3991
2023-09-23,36051,95,0,-9,34,120,2413,0,513,1187,4112
2023-10-01,36051,23,0,-15,110,120,2438,0,503,1302,4244
2023-11-01,36051,3,0,-23,155,132,2437,0,477,1448,4362
2023-12-01,36051,10,0,-24,87,72,2446,0,453,1534,4434
2022-01-01,36053,64,0,35,36,131,696,1,658,362,1717
2022-02-01,36053,78,0,43,33,154,773,1,701,391,1868
2022-03-01,36053,133,0,54,35,221,905,1,754,429,2091
2022-04-01,36053,126,0,-36,34,123,1029,1,717,463,2213
2022-05-01,36053,104,0,15,47,163,1132,1,732,510,2380
2022-06-01,36053,133,0,-5,36,163,1267,1,725,546,2541
2022-07-01,36053,182,-1,-86,52,149,1451,0,640,598,2691
2022-08-01,36053,138,0,-5,68,198,1588,0,633,667,2888
2022-09-01,36053,157,0,9,33,197,1743,0,645,697,3084
2022-10-01,36053,81,0,-2,51,131,1826,0,641,749,3216
2022-11-01,36053,88,0,-17,82,153,1914,0,625,830,3369
2022-12-01,36053,129,0,16,46,187,2043,0,640,875,3557
2023-01-01,36053,108,0,8,82,197,2153,0,649,957,3758
2023-02-01,36053,133,0,8,66,206,2284,0,658,1021,3963
2023-03-01,36053,84,0,-5,68,147,2370,0,650,1091,4108
2023-04-01,36053,118,0,-12,79,184,2485,0,640,1169,4294
2023-05-01,36053,28,0,-3,87,109,2513,0,638,1253,4405
2023-06-01,36053,99,0,29,64,190,2614,0,665,1316,4596
2023-07-01,36053,41,0,3,64,108,2658,0,668,1377,4707
2023-08-01,36053,83,0,-54,85,117,2739,0,616,1463,4821
2023-09-23,36053,98,0,7,71,176,2834,0,621,1535,4994
2023-10-01,36053,27,0,-15,120,131,2859,0,606,1655,5126
2023-11-01,36053,9,0,-48,174,136,2869,0,558,1831,5262
2023-12-01,36053,5,0,-42,107,68,2874,0,515,1937,5329
2022-01-01,36055,1054,0,562,594,2212,13602,2,15772,7314,36692
2022-02-01,36055,1075,0,392,483,1949,14676,2,16164,7797,38641
2022-03-01,36055,1229,0,744,492,2468,15908,2,16908,8288,41108
2022-04-01,36055,1225,0,-423,392,1196,17135,2,16484,8682,42303
2022-05-01,36055,1452,0,-62,743,2134,18588,2,16422,9425,44436
2022-06-01,36055,1262,0,203,738,2205,19850,2,16625,10162,46641
2022-07-01,36055,1734,0,-1451,1092,1376,21584,2,15175,11258,48017
2022-08-01,36055,1411,0,26,1168,2606,22994,2,15200,12426,50621
2022-09-01,36055,1275,0,26,924,2227,24270,2,15226,13350,52850
2022-10-01,36055,929,0,-121,313,1122,25200,2,15106,13664,53971
2022-11-01,36055,639,0,-409,844,1074,25839,2,14697,14509,55044
2022-12-01,36055,1017,0,-300,1141,1860,26856,2,14399,15648,56902
2023-01-01,36055,844,0,39,1046,1930,27699,2,14438,16693,58834
2023-02-01,36055,1363,0,-330,770,1803,29063,2,14108,17465,60637
2023-03-01,36055,1190,0,-306,983,1867,30255,2,13802,18445,62502
2023-04-01,36055,1029,0,-262,990,1758,31282,2,13538,19437,64260
2023-05-01,36055,690,0,602,829,2121,31973,2,14141,20266,66382
2023-06-01,36055,992,-1,1052,830,2874,32967,1,15193,21100,69256
2023-07-01,36055,464,0,508,1244,2216,33430,1,15701,22344,71474
2023-08-01,36055,714,0,32,1303,2048,34144,1,15732,23646,73521
2023-09-23,36055,751,0,-339,1058,1470,34896,1,15392,24702,74993
2023-10-01,36055,113,0,-443,1359,1030,35006,1,14951,26063,76024
2023-11-01,36055,-35,0,-1065,1573,473,34971,1,13885,27634,76494
2023-12-01,36055,-75,0,-844,1790,872,34898,1,13043,29424,77363
2022-01-01,36057,63,0,65,29,158,974,0,679,350,2007
2022-02-01,36057,86,0,52,16,154,1060,0,731,365,2159
2022-03-01,36057,66,0,57,31,154,1127,0,788,396,2313
2022-04-01,36057,86,0,-26,60,119,1213,0,763,456,2433
2022-05-01,36057,96,0,63,37,195,1308,0,828,494,2627
2022-06-01,36057,90,0,3,44,136,1398,0,830,537,2766
2022-07-01,36057,125,0,-43,45,127,1524,0,786,583,2893
2022-08-01,36057,78,0,-13,33,101,1601,0,774,616,2989
2022-09-01,36057,118,0,10,87,217,1718,0,784,702,3205
2022-10-01,36057,55,0,56,214,322,1774,0,840,916,3529
2022-11-01,36057,93,0,2,39,134,1867,0,842,955,3663
2022-12-01,36057,114,0,-2,15,127,1982,0,841,971,3793
2023-01-01,36057,114,0,22,42,176,2095,0,863,1011,3969
2023-02-01,36057,151,0,5,19,175,2248,0,867,1030,4145
2023-03-01,36057,135,0,7,47,189,2382,0,875,1077,4335
2023-04-01,36057,115,0,-20,55,148,2496,0,856,1132,4482
2023-05-01,36057,89,0,-23,82,146,2585,0,832,1212,4628
2023-06-01,36057,86,0,23,81,190,2672,0,856,1297,4819
2023-07-01,36057,73,0,7,68,153,2744,0,861,1366,4969
2023-08-01,36057,65,0,47,93,204,2808,0,909,1457,5175
2023-09-23,36057,87,0,-1,60,149,2898,0,909,1518,5323
2023-10-01,36057,60,0,-47,73,85,2957,0,862,1593,5407
2023-11-01,36057,39,0,-40,122,122,2997,0,822,1715,5529
2023-12-01,36057,-5,0,-32,106,66,2990,0,788,1817,5594
2022-01-01,36059,-4,0,383,205,585,250,1,4877,2249,7378
2022-02-01,36059,-15,0,517,116,617,235,1,5395,2365,7996
2022-03-01,36059,-18,0,736,267,985,218,1,6131,2631,8980
2022-04-01,36059,-11,0,381,381,754,207,1,6512,3013,9733
2022-05-01,36059,-5,0,378,531,903,201,1,6890,3545,10637
2022-06-01,36059,-5,0,206,556,757,196,1,7096,4101,11394
2022-07-01,36059,2,0,110,528,639,198,1,7206,4628,12033
2022-08-01,36059,3,0,223,685,910,201,1,7429,5312,12943
2022-09-01,36059,-3,0,284,683,965,198,1,7714,5996,13908
2022-10-01,36059,-2,0,478,587,1061,196,1,8192,6582,14969
2022-11-01,36059,-5,0,-15,672,652,191,1,8176,7253,15621
2022-12-01,36059,0,0,-5,971,967,191,1,8171,8225,16587
2023-01-01,36059,-1,0,259,1080,1339,190,1,8430,9304,17924
2023-02-01,36059,3,0,341,753,1096,192,1,8771,10058,19022
2023-03-01,36059,-7,0,101,1160,1254,185,1,8872,11217,20276
2023-04-01,36059,-1,0,100,998,1096,184,1,8973,12215,21373
2023-05-01,36059,-4,0,501,780,1276,180,1,9474,12994,22649
2023-06-01,36059,-4,0,717,960,1674,176,1,10190,13956,24323
2023-07-01,36059,0,0,362,926,1287,176,1,10551,14881,25610
2023-08-01,36059,1,0,119,1052,1173,177,1,10670,15934,26782
2023-09-23,36059,0,0,494,759,1254,177,1,11165,16694,28036
2023-10-01,36059,2,0,515,885,1402,179,1,11681,17579,29438
2023-11-01,36059,-6,0,-179,1072,887,173,1,11501,18651,30325
2023-12-01,36059,-2,0,-227,1130,901,171,1,11275,19781,31227
2022-01-01,36061,1659,0,1688,1932,5279,19010,26,37541,18754,75331
2022-02-01,36061,2274,0,328,1343,3945,21284,26,37868,20097,79275
2022-03-01,36061,3222,0,2601,1985,7808,24506,26,40469,22083,87084
2022-04-01,36061,2565,0,873,1989,5427,27071,26,41343,24071,92511
2022-05-01,36061,3641,0,312,3231,7184,30712,26,41655,27302,99695
2022-06-01,36061,3553,1,407,2640,6601,34265,27,42061,29943,106296
2022-07-01,36061,4314,-1,-3471,896,1738,38579,26,38591,30839,108035
2022-08-01,36061,3693,-1,-1089,1535,4138,42272,25,37501,32374,112172
2022-09-01,36061,3514,-2,379,1421,5313,45786,23,37881,33795,117485
2022-10-01,36061,2067,0,272,1005,3344,47853,23,38153,34800,120829
2022-11-01,36061,1619,0,-442,505,1682,49471,23,37711,35305,122511
2022-12-01,36061,2119,-2,-852,1894,3159,51590,21,36860,37199,125669
2023-01-01,36061,1182,-1,955,2017,4153,52772,20,37814,39215,129822
2023-02-01,36061,1954,0,266,1571,3791,54727,20,38080,40788,133614
2023-03-01,36061,1869,-1,286,2824,4977,56595,19,38366,43612,138591
2023-04-01,36061,1539,0,174,3237,4950,58134,19,38540,46849,143542
2023-05-01,36061,1422,0,1359,2744,5525,59556,19,39899,49593,149067
2023-06-01,36061,1542,0,1450,2413,5406,61098,19,41352,52008,154478
2023-07-01,36061,434,0,637,2642,3712,61532,19,41986,54648,158185
2023-08-01,36061,943,0,2365,4739,8047,62476,19,44351,59387,166232
2023-09-23,36061,996,0,878,3860,5734,63472,19,45229,63247,171966
2023-10-01,36061,17,0,1357,5311,6685,63488,19,46591,68560,178658
2023-11-01,36061,-777,0,-3466,11675,7432,62711,19,43119,80234,186084
2023-12-01,36061,-569,0,-3100,10339,6670,62142,19,40019,90574,192754
2022-01-01,36063,297,0,262,149,708,3534,1,4295,1594,9425
2022-02-01,36063,283,0,221,67,570,3816,1,4516,1661,9994
2022-03-01,36063,380,0,229,164,774,4197,1,4745,1825,10767
2022-04-01,36063,527,0,-29,136,634,4724,1,4716,1961,11402
2022-05-01,36063,534,0,-95,275,714,5257,1,4622,2235,12116
2022-06-01,36063,490,0,-80,395,806,5747,1,4542,2631,12922
2022-07-01,36063,642,-1,-426,486,701,6391,0,4116,3116,13623
2022-08-01,36063,548,0,-201,321,668,6939,0,3915,3437,14292
2022-09-01,36063,442,0,-23,284,703,7382,0,3891,3721,14995
2022-10-01,36063,407,0,-56,37,388,7789,0,3835,3758,15383
2022-11-01,36063,302,0,-84,85,303,8091,0,3751,3844,15685
2022-12-01,36063,398,0,3,222,623,8488,0,3755,4066,16308
2023-01-01,36063,266,0,21,458,745,8755,0,3775,4524,17053
2023-02-01,36063,547,0,-23,288,812,9302,0,3751,4812,17865
2023-03-01,36063,469,0,-100,305,675,9771,0,3652,5117,18541
2023-04-01,36063,409,0,-20,311,699,10179,0,3632,5428,19240
2023-05-01,36063,387,0,-22,397,761,10566,0,3610,5825,20002
2023-06-01,36063,403,0,223,315,941,10969,0,3832,6141,20941
2023-07-01,36063,248,0,199,169,617,11217,0,4033,6310,21558
2023-08-01,36063,375,0,-75,439,738,11592,0,3957,6748,22296
2023-09-23,36063,426,0,-220,410,616,12019,0,3737,7158,22914
2023-10-01,36063,142,0,-97,411,455,12161,0,3640,7568,23370
2023-11-01,36063,57,0,-165,483,375,12218,0,3475,8051,23744
2023-12-01,36063,-15,0,-145,487,327,12203,0,3330,8538,24072
2022-01-01,36065,287,0,143,137,568,4344,1,6647,1538,12529
2022-02-01,36065,344,0,225,126,695,4691,1,6872,1666,13228
2022-03-01,36065,525,0,228,102,856,5215,1,7100,1766,14081
2022-04-01,36065,453,0,10,186,649,5665,1,7110,1952,14728
2022-05-01,36065,483,0,67,162,712,6149,1,7177,2112,15437
2022-06-01,36065,380,0,-28,528,881,6530,1,7150,2641,16319
2022-07-01,36065,494,0,-1235,486,-262,7021,1,5914,3126,16059
2022-08-01,36065,428,0,-252,681,853,7447,1,5661,3805,16913
2022-09-01,36065,529,0,-158,234,605,7977,1,5503,4040,17518
2022-10-01,36065,390,0,-219,458,628,8365,1,5287,4496,18148
2022-11-01,36065,353,0,-184,318,491,8720,1,5103,4816,18639
2022-12-01,36065,464,0,-120,272,615,9182,1,4982,5085,19251
2023-01-01,36065,531,0,-70,327,788,9713,1,4910,5412,20038
2023-02-01,36065,683,0,-133,170,723,10397,1,4778,5583,20757
2023-03-01,36065,565,0,-99,340,809,10962,1,4682,5924,21568
2023-04-01,36065,424,0,83,475,982,11388,1,4764,6399,22549
2023-05-01,36065,342,0,-4,548,886,11728,1,4756,6947,23430
2023-06-01,36065,433,0,196,291,924,12164,1,4955,7241,24359
2023-07-01,36065,316,0,305,142,764,12477,1,5258,7383,25116
2023-08-01,36065,388,0,-5,204,587,12864,1,5252,7585,25703
2023-09-23,36065,608,0,70,120,794,13474,1,5322,7702,26497
2023-10-01,36065,194,0,-220,266,238,13669,1,5102,7971,26741
2023-11-01,36065,-88,0,-398,938,455,13578,1,4705,8907,27187
2023-12-01,36065,-55,0,-355,838,430,13521,1,4353,9744,27616
2022-01-01,36067,566,0,510,297,1375,7659,1,11737,3994,23389
2022-02-01,36067,673,0,122,207,1004,8332,1,11862,4202,24394
2022-03-01,36067,910,-1,398,425,1734,9243,0,12260,4627,26129
2022-04-01,36067,898,0,-403,473,968,10143,0,11857,5101,27100
2022-05-01,36067,852,0,-87,472,1239,10995,0,11771,5576,28337
2022-06-01,36067,432,0,-255,1347,1525,11430,0,11513,6922,29863
2022-07-01,36067,783,0,-2264,835,-642,12213,0,9251,7760,29220
2022-08-01,36067,620,0,-292,1315,1645,12834,0,8959,9076,30871
2022-09-01,36067,624,0,-461,811,972,13457,0,8496,9888,31843
2022-10-01,36067,483,0,-399,566,651,13942,0,8097,10455,32492
2022-11-01,36067,393,0,-173,557,781,14336,0,7925,11016,33273
2022-12-01,36067,569,0,-144,437,863,14903,0,7782,11453,34138
2023-01-01,36067,202,0,556,450,1210,15104,0,8341,11904,35348
2023-02-01,36067,781,0,121,309,1211,15887,0,8459,12214,36562
2023-03-01,36067,667,0,-178,564,1053,16553,0,8285,12777,37613
2023-04-01,36067,524,0,-245,693,973,17078,0,8036,13469,38588
2023-05-01,36067,257,0,-108,849,999,17334,0,7928,14319,39585
2023-06-01,36067,574,0,370,712,1656,17911,0,8301,15035,41243
2023-07-01,36067,206,0,785,373,1365,18115,0,9085,15406,42607
2023-08-01,36067,435,0,113,807,1354,18553,0,9196,16214,43962
2023-09-23,36067,433,0,-134,456,756,18987,0,9064,16673,44721
2023-10-01,36067,229,0,-164,450,516,19216,0,8900,17122,45239
2023-11-01,36067,16,0,-616,1167,566,19233,0,8283,18289,45802
2023-12-01,36067,-104,0,-490,1410,817,19128,0,7793,19700,46620
2022-01-01,36069,94,0,42,70,206,1030,2,1102,520,2651
2022-02-01,36069,114,0,31,25,173,1145,2,1133,545,2825
2022-03-01,36069,148,-1,79,36,263,1292,1,1213,583,3088
