puma22,metdiv20,stab,MetDivName,PUMA22name,pop20,afact
2900800,99999,MO,[not in any metro division],"Johnson, Lafayette, Ray, Clinton & Caldwell Counties",140154,1 
2900901,99999,MO,[not in any metro division],Clay County (Northeast),117393,1 
2900902,99999,MO,[not in any metro division],"Kansas City (North Central), Gladstone City & North Kansas City",135942,1 
2901000,99999,MO,[not in any metro division],Platte County,106718,1 
2901101,99999,MO,[not in any metro division],Jackson County--Kansas City (Central),183021,1 
2901102,99999,MO,[not in any metro division],Jackson County (North Central),134039,1 
2901103,99999,MO,[not in any metro division],Jackson County (East),141808,1 
2901104,99999,MO,[not in any metro division],Jackson County (South Central),112860,1 
2901105,99999,MO,[not in any metro division],Jackson County--Kansas City (South),145476,1 
2901200,99999,MO,[not in any metro division],Cass & Bates Counties,123866,1 
2901300,99999,MO,[not in any metro division],"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties",122332,1 
2901400,99999,MO,[not in any metro division],"Laclede, Polk, Benton, Dallas & Hickory Counties",112302,1 
2901500,99999,MO,[not in any metro division],"Camden, Miller, Morgan & Moniteau Counties",103946,1 
2901600,99999,MO,[not in any metro division],"Phelps, Gasconade, Osage, Maries & Pulaski Counties",135093,1 
2901700,99999,MO,[not in any metro division],Franklin & Carter Counties,127738,1 
2901801,99999,MO,[not in any metro division],St. Charles County (South),115485,1 
2901802,99999,MO,[not in any metro division],St. Charles County (Northwest),153169,1 
2901803,99999,MO,[not in any metro division],St. Charles County (Northeast),136608,1 
2901901,99999,MO,[not in any metro division],St. Louis County (Northeast),123853,1 
2901902,99999,MO,[not in any metro division],St. Louis County (Northwest),117067,1 
2901903,99999,MO,[not in any metro division],St. Louis County (Inner Ring North),164138,1 
2901904,99999,MO,[not in any metro division],St. Louis County (West),107956,1 
2901905,99999,MO,[not in any metro division],St. Louis County (Inner Ring Central),103323,1 
2901906,99999,MO,[not in any metro division],St. Louis County (Southwest),119912,1 
2901907,99999,MO,[not in any metro division],St. Louis County (Inner Ring South),161375,1 
2901908,99999,MO,[not in any metro division],St. Louis County (Southeast),106501,1 
2902001,99999,MO,[not in any metro division],St. Louis City (North),126144,1 
2902002,99999,MO,[not in any metro division],St. Louis City (South),175434,1 
2902101,99999,MO,[not in any metro division],Jefferson County (North),112870,1 
2902102,99999,MO,[not in any metro division],Jefferson County (South),113869,1 
2902200,99999,MO,[not in any metro division],"St. Francois, Washington, Perry & Ste. Genevieve Counties",127871,1 
2902300,99999,MO,[not in any metro division],Cape Girardeau & Scott Counties,119769,1 
2902400,99999,MO,[not in any metro division],"Dunklin, Stoddard, New Madrid, Pemiscot, Mississippi & Bollinger Counties",112194,1 
2902500,99999,MO,[not in any metro division],"Butler, Ripley, Wayne, Madison, Iron, Reynolds, Dent, Shannon & Carter Counties",118696,1 
2902600,99999,MO,[not in any metro division],"Howell, Texas, Wright, Douglas, Oregon & Ozark Counties",111191,1 
2902701,99999,MO,[not in any metro division],"Christian, Greene (Outside Springfield City) & Webster Counties",169792,1 
2902702,99999,MO,[not in any metro division],Greene County--Springfield City (North),124577,1 
2902703,99999,MO,[not in any metro division],Greene County--Springfield City (South),132473,1 
2902800,99999,MO,[not in any metro division],"Taney, Barry, Stone & McDonald Counties",144979,1 
2902900,99999,MO,[not in any metro division],Jasper & Newton Counties,181409,1 
3000100,99999,MT,[not in any metro division],"Flathead, Glacier & Lincoln Counties--Kalispell City",137812,1 
3000200,99999,MT,[not in any metro division],"Lake, Mineral, Missoula & Sanders Counties--Missoula City",165991,1 
3000300,99999,MT,[not in any metro division],Southwest Montana--Butte-Silver Bow & Hamilton City,116977,1 
3000400,99999,MT,[not in any metro division],Gallatin County--Bozeman City,118960,1 
3000500,99999,MT,[not in any metro division],Lewis and Clark & Cascade Counties--Great Falls & Helena City,155387,1 
3000600,99999,MT,[not in any metro division],Central Montana--Havre & Livingston City,130467,1 
3000700,99999,MT,[not in any metro division],Eastern Montana--Sidney & Miles City,148517,1 
3000800,99999,MT,[not in any metro division],Billings City,110114,1 
3100100,99999,NE,[not in any metro division],North Central & Northwest Nebraska,105556,1 
3100200,99999,NE,[not in any metro division],Northeast Nebraska,184840,1 
3100300,99999,NE,[not in any metro division],Central Nebraska,109843,1 
3100400,99999,NE,[not in any metro division],Southwest Nebraska,102289,1 
3100500,99999,NE,[not in any metro division],South Central Nebraska,116501,1 
3100600,99999,NE,[not in any metro division],Southeast Nebraska,137829,1 
3100701,99999,NE,[not in any metro division],"Dodge, Cass, Saunders & Washington Counties",106908,1 
3100702,99999,NE,[not in any metro division],Sarpy County--Bellevue City,190604,1 
3100801,99999,NE,[not in any metro division],Lancaster County--Lincoln City (North),171287,1 
3100802,99999,NE,[not in any metro division],Lancaster County--Lincoln City (South),151321,1 
3100901,99999,NE,[not in any metro division],Douglas County--Omaha City (Northwest),196880,1 
3100902,99999,NE,[not in any metro division],Douglas County--Omaha City (Southwest),159143,1 
3100903,99999,NE,[not in any metro division],Douglas County--Omaha City (Northeast),114458,1 
3100904,99999,NE,[not in any metro division],Douglas County--Omaha City (Southeast),114045,1 
3200101,99999,NV,[not in any metro division],Washoe County (North)--Sparks City,157689,1 
3200102,99999,NV,[not in any metro division],Washoe County (South Central)--Reno City,195423,1 
3200103,99999,NV,[not in any metro division],Washoe County (South),133380,1 
3200200,99999,NV,[not in any metro division],Rural Nevada,181195,1 
3200300,99999,NV,[not in any metro division],"Carson City, Lyon, Douglas & Storey Counties",171466,1 
3200401,99999,NV,[not in any metro division],Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities,141403,1 
3200402,99999,NV,[not in any metro division],"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PU",162012,1 
3200403,99999,NV,[not in any metro division],Clark County (Central)--Greater North Las Vegas City,215691,1 
3200404,99999,NV,[not in any metro division],Clark County (Northwest Central)--Northwest Las Vegas Valley,154784,1 
3200405,99999,NV,[not in any metro division],Clark County (West)--Las Vegas City (Southwest),159900,1 
3200406,99999,NV,[not in any metro division],Las Vegas City (South Central),141840,1 
3200407,99999,NV,[not in any metro division],Las Vegas City (Southeast),132429,1 
3200408,99999,NV,[not in any metro division],"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)",160272,1 
3200409,99999,NV,[not in any metro division],Clark County (Central)--Paradise (Northwest) & Winchester,158332,1 
3200410,99999,NV,[not in any metro division],Clark County (Central)--Spring Valley (East),107325,1 
3200411,99999,NV,[not in any metro division],Clark County (Central)--Spring Valley (West),135714,1 
3200412,99999,NV,[not in any metro division],Clark County (Central)--Paradise (South) & Enterprise,163143,1 
3200413,99999,NV,[not in any metro division],Clark County (Central)--Henderson City (Central South),113706,1 
3200414,99999,NV,[not in any metro division],Clark County (Central)--Henderson City (West),125552,1 
3200415,99999,NV,[not in any metro division],Clark County (South)--Henderson (East) & Boulder Cities,193358,1 
3300100,99999,NH,[not in any metro division],"Grafton, Sullivan, Coos Counties",165449,1 
3300201,99999,NH,[not in any metro division],"Central Region--Byram, Terry, Utica & Vicksburg City",134927,1 
3300301,40484,NH,"Rockingham County-Strafford County, NH",Strafford & Rockingham (Northern) Counties,150189,1 
3300401,99999,NH,[not in any metro division],"Central New Hampshire--Merrimack County (Central), Concord City",117822,1 
3300501,99999,NH,[not in any metro division],Southwestern New Hampshire--Cheshire & Hillsborough (Western) Counties,109109,1 
3300601,99999,NH,[not in any metro division],Manchester City,115644,1 
3300602,99999,NH,[not in any metro division],Greater Nashua City (East),105194,1 
3300603,99999,NH,[not in any metro division],Greater Nashua City (West),112349,1 
3300701,40484,NH,"Rockingham County-Strafford County, NH",Outer Manchester City,96006,0.5715 
3300701,99999,NH,[not in any metro division],Outer Manchester City,71970,0.4285 
3300801,40484,NH,"Rockingham County-Strafford County, NH","Seacoast Region--Rockingham County (Southern), Portsmouth City",198870,1 
3400101,99999,NJ,[not in any metro division],"Atlantic County (East)--Atlantic City, Pleasantville, Northfield & Coast",145982,1 
3400102,99999,NJ,[not in any metro division],Atlantic County (Outside Somers Point City)--West to Hammonton Town,118083,1 
3400301,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Bergen County (South Central)--Hackensack & Teaneck,109278,1 
3400302,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights",125216,1 
3400303,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park",136342,1 
3400304,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Bergen County (West Central)--Fair Lawn, Garfield & Lodi",129504,1 
3400305,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Bergen County (East)--Tenafly, Park Ridge, Englewood City & Cresskill",126560,1 
3400306,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes",104617,1 
3400307,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford",117748,1 
3400308,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood",106467,1 
3400501,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Passaic County (South)--Passaic & Clifton (SE),143175,1 
3400502,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Passaic County (Central)--Hawthorne,114166,1 
3400503,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Passaic County--Paterson,159732,1 
3400504,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes",107045,1 
3400601,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Hudson County (Central)--Jersey City (North),165889,1 
3400602,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Hudson County (Central)--Jersey City (South),126560,1 
3400603,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Hudson County (Northeast)--Union City & Hoboken,146205,1 
3400604,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Hudson County (North)--West New York, Secaucus & North Bergen",150471,1 
3400605,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Hudson County (South & West)--Bayonne, Kearney & Harrison",135729,1 
3400800,35084,NJ,"Newark, NJ-PA",Hunterdon County,128947,1 
3400901,35154,NJ,"New Brunswick-Lakewood, NJ",Middlesex County (Southeast),131871,1 
3400902,35154,NJ,"New Brunswick-Lakewood, NJ",Middlesex County (Southwest),118048,1 
3400903,35154,NJ,"New Brunswick-Lakewood, NJ",Middlesex County (Northwest)--North Piscataway & South Plainfield,118725,1 
3400904,35154,NJ,"New Brunswick-Lakewood, NJ",Middlesex County (North Central)--Metuchen & South Edison,115411,1 
3400905,35154,NJ,"New Brunswick-Lakewood, NJ",Middlesex County (Northeast)--Carteret & North Woodbridge,114925,1 
3400906,35154,NJ,"New Brunswick-Lakewood, NJ",Middlesex County (Central)--New Brunswick & Highland Park,153990,1 
3400907,35154,NJ,"New Brunswick-Lakewood, NJ",Middlesex County (East Central)--Perth Amboy & Sayreville,110192,1 
3401001,35154,NJ,"New Brunswick-Lakewood, NJ",Somerset County (North & West),111214,1 
3401002,35154,NJ,"New Brunswick-Lakewood, NJ",Somerset County (South),113861,1 
3401003,35154,NJ,"New Brunswick-Lakewood, NJ","Somerset County (Central)--Bridgewater, Somerville & North Plainfield",120286,1 
3401101,35154,NJ,"New Brunswick-Lakewood, NJ","Monmouth County (Southeast)--Wall, Tinton Falls (South)",103643,1 
3401102,35154,NJ,"New Brunswick-Lakewood, NJ","Monmouth County (Southwest)--Freehold, Manalapan",111349,1 
3401103,35154,NJ,"New Brunswick-Lakewood, NJ","Monmouth County (Southeast)--Long Branch, Asbury Park & Eatontown",114319,1 
3401104,35154,NJ,"New Brunswick-Lakewood, NJ","Monmouth County (Northeast)--Red Bank, Northeast Middletown",107026,1 
3401105,35154,NJ,"New Brunswick-Lakewood, NJ",Monmouth County (Northwest)--Matawan & Aberdeen,100778,1 
3401106,35154,NJ,"New Brunswick-Lakewood, NJ",Monmouth County (Central),106500,1 
3401201,35154,NJ,"New Brunswick-Lakewood, NJ",Ocean County (South),124032,1 
3401202,35154,NJ,"New Brunswick-Lakewood, NJ",Ocean County (Central)--Toms River & Berkeley,159890,1 
3401203,35154,NJ,"New Brunswick-Lakewood, NJ",Ocean County (Lakewood),135158,1 
3401204,35154,NJ,"New Brunswick-Lakewood, NJ",Ocean County (Northwest),114367,1 
3401205,35154,NJ,"New Brunswick-Lakewood, NJ",Ocean County (Northeast)--Brick & Point Pleasant,103782,1 
3401401,35084,NJ,"Newark, NJ-PA",Essex County (Northeast)--Bloomfield,121470,1 
3401402,35084,NJ,"Newark, NJ-PA",Essex County (South Central)--Irvington,105344,1 
3401403,35084,NJ,"Newark, NJ-PA",Essex County (Northwest)--Montclair,113124,1 
3401404,35084,NJ,"Newark, NJ-PA",Essex County (Southwest)--West Orange & Livingston,108182,1 
3401405,35084,NJ,"Newark, NJ-PA",Essex County (Central)--Orange & East Orange,104059,1 
3401406,35084,NJ,"Newark, NJ-PA",Essex County (Southeast)--Newark (North & East),156404,1 
3401407,35084,NJ,"Newark, NJ-PA",Essex County (Southeast)--Newark (West & Southwest),155145,1 
3401501,35084,NJ,"Newark, NJ-PA",Morris County (North)--Dover Town & Kinnelon Borough,132976,1 
3401502,35084,NJ,"Newark, NJ-PA",Morris County (West),131809,1 
3401503,35084,NJ,"Newark, NJ-PA",Morris County (East)--Lincoln Park Borough,118299,1 
3401504,35084,NJ,"Newark, NJ-PA","Morris County (South)--Morristown, Madison & Florham Park",126201,1 
3401600,35084,NJ,"Newark, NJ-PA",Sussex County,144221,1 
3401700,99999,NJ,[not in any metro division],Warren County,109632,1 
3401901,35084,NJ,"Newark, NJ-PA",Union County (North Central)--Union Twp & Roselle Park,104578,1 
3401902,35084,NJ,"Newark, NJ-PA",Union County (Northwest)--Summit & Cranford,102153,1 
3401903,35084,NJ,"Newark, NJ-PA",Union County (Southwest)--Plainfield & Westfield,118360,1 
3401904,35084,NJ,"Newark, NJ-PA","Union County (Southeast)--Linden, Rahway & Roselle",112956,1 
3401905,35084,NJ,"Newark, NJ-PA",Union County (Northeast)--Elizabeth,137298,1 
3402001,15804,NJ,"Camden, NJ",Burlington County (North)--Burlington City,164141,1 
3402002,15804,NJ,"Camden, NJ",Burlington County (West Central),161555,1 
3402003,15804,NJ,"Camden, NJ",Burlington County (South & East),136164,1 
3402101,15804,NJ,"Camden, NJ",Camden County (North)--Camden & Gloucester Cities,127071,1 
3402102,15804,NJ,"Camden, NJ",Camden County (Central)--Lindenwold & Collingswood Boroughs,106579,1 
3402103,15804,NJ,"Camden, NJ",Camden County (South & West)--Bellmawr & Pine Hill Boroughs,169465,1 
3402104,15804,NJ,"Camden, NJ",Camden County (East Central)--Haddonfield Borough,120370,1 
3402201,15804,NJ,"Camden, NJ",Gloucester County (Northeast)--Woodbury City,131681,1 
3402202,15804,NJ,"Camden, NJ",Gloucester County (South & West)--Glassboro Borough,170613,1 
3402301,99999,NJ,[not in any metro division],Mercer County (West Central)--Trenton City,128135,1 
3402302,99999,NJ,[not in any metro division],Mercer County (North)--Princeton Borough,115487,1 
3402303,99999,NJ,[not in any metro division],Mercer County (Southwest),143718,1 
3402401,99999,NJ,[not in any metro division],Cumberland County (South)--Vineland & Millville Cities,113103,1 
3402501,48864,NJ,"Wilmington, DE-MD-NJ",Salem & Cumberland (North) Counties--Bridgeton City,64837,0.6123 
3402501,99999,NJ,[not in any metro division],Salem & Cumberland (North) Counties--Bridgeton City,41049,0.3877 
3402601,99999,NJ,[not in any metro division],Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City,105732,1 
3500100,99999,NM,[not in any metro division],Northwest New Mexico Navajo Nation,121143,1 
3500200,99999,NM,[not in any metro division],"San Juan County (NE)--Farmington, Bloomfield & Aztec Cities",100592,1 
3500300,99999,NM,[not in any metro division],North Central New Mexico,125661,1 
3500400,99999,NM,[not in any metro division],Eastern New Mexico,164797,1 
3500500,99999,NM,[not in any metro division],Santa Fe County New Mexico,144474,1 
3500600,99999,NM,[not in any metro division],Sandoval County New Mexico,148834,1 
3500701,99999,NM,[not in any metro division],Albuquerque NW,129990,1 
3500702,99999,NM,[not in any metro division],Albuquerque N Central,100999,1 
3500703,99999,NM,[not in any metro division],Albuquerque Far NE,100928,1 
3500704,99999,NM,[not in any metro division],Albuquerque Near NE,102247,1 
3500705,99999,NM,[not in any metro division],Albuquerque SE,105290,1 
3500706,99999,NM,[not in any metro division],Albuquerque SW,112750,1 
3500800,99999,NM,[not in any metro division],"Valencia County, Torrance County & East Mountain",125839,1 
3500900,99999,NM,[not in any metro division],Southwest New Mexico,177648,1 
3501001,99999,NM,[not in any metro division],Do̱a Ana County (Outer),103761,1 
3501002,99999,NM,[not in any metro division],"Do̱a Ana County Central--Las Cruces, Mesilla Cities & University Park",115800,1 
3501100,99999,NM,[not in any metro division],Lea and Eddy County,136769,1 
3600100,99999,NY,[not in any metro division],St. Lawrence County,108505,1 
3600200,99999,NY,[not in any metro division],"Clinton, Franklin, Essex & Hamilton Counties",169886,1 
3600300,99999,NY,[not in any metro division],Warren & Washington Counties,127039,1 
3600401,99999,NY,[not in any metro division],Herkimer (North & Central) & Oneida (Outer) Counties,109807,1 
3600402,99999,NY,[not in any metro division],Oneida County (Central)--Greater Utica & Rome Cities,164365,1 
3600403,99999,NY,[not in any metro division],"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",106330,1 
3600500,99999,NY,[not in any metro division],Jefferson & Lewis Counties,143303,1 
3600600,99999,NY,[not in any metro division],Oswego County,117525,1 
3600701,99999,NY,[not in any metro division],Onondaga County (Central)--Syracuse City,148626,1 
3600702,99999,NY,[not in any metro division],Onondaga County (North),128516,1 
3600703,99999,NY,[not in any metro division],Onondaga County (Central)--Syracuse City (Outer),164828,1 
3600704,99999,NY,[not in any metro division],Cayuga & Onondaga (South) Counties,110794,1 
3600800,99999,NY,[not in any metro division],Wayne & Seneca & Yates Counties,149871,1 
3600901,99999,NY,[not in any metro division],Monroe County (East),136023,1 
3600902,99999,NY,[not in any metro division],Monroe County (Central)--Rochester City (East),105871,1 
3600903,99999,NY,[not in any metro division],Monroe County (Central)--Rochester City (West),105242,1 
3600904,99999,NY,[not in any metro division],Monroe County (Central)--Greece & Gates Towns,126093,1 
3600905,99999,NY,[not in any metro division],Monroe County (North & West),104966,1 
3600906,99999,NY,[not in any metro division],Monroe County (South),181248,1 
3601000,99999,NY,[not in any metro division],"Genesee, Orleans & Wyoming Counties",139262,1 
3601101,99999,NY,[not in any metro division],Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area,105708,1 
3601102,99999,NY,[not in any metro division],Niagara County (North & East),106958,1 
3601201,99999,NY,[not in any metro division],Erie County (Northwest),109154,1 
3601202,99999,NY,[not in any metro division],Erie County (North Central),129595,1 
3601203,99999,NY,[not in any metro division],Erie County (Northeast),113381,1 
3601204,99999,NY,[not in any metro division],Erie County (Central),155326,1 
3601205,99999,NY,[not in any metro division],Erie County (West Central)--Buffalo City (East),157444,1 
3601206,99999,NY,[not in any metro division],Erie County (West Central)--Buffalo City (West),120905,1 
3601207,99999,NY,[not in any metro division],Erie County (South),168431,1 
3601300,99999,NY,[not in any metro division],Livingston & Ontario Counties,174292,1 
3601500,99999,NY,[not in any metro division],Madison & Cortland Counties,114825,1 
3601600,99999,NY,[not in any metro division],Fulton & Montgomery Counties,102856,1 
3601700,99999,NY,[not in any metro division],Schenectady County--Schenectady City,158061,1 
3601801,99999,NY,[not in any metro division],Saratoga County (South & Central),115247,1 
3601802,99999,NY,[not in any metro division],Saratoga County (Outer),120262,1 
3601900,99999,NY,[not in any metro division],Rensselaer County--Troy City,161130,1 
3602001,99999,NY,[not in any metro division],Albany County (East Central)--Albany City,107800,1 
3602002,99999,NY,[not in any metro division],Albany County (Outside Albany City),207048,1 
3602100,99999,NY,[not in any metro division],Columbia & Greene Counties,109501,1 
3602201,99999,NY,[not in any metro division],Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PU,129527,1 
3602204,99999,NY,[not in any metro division],"Chenango, Delaware Counties & Broome County outside Greater Binghamton City",160684,1 
3602300,99999,NY,[not in any metro division],Tompkins County,105740,1 
3602403,99999,NY,[not in any metro division],"Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities",129289,1 
3602404,99999,NY,[not in any metro division],"Steuben (outside Corning City), Schuyler, Chemung (North) & Tioga (North) Counties",114796,1 
3602500,99999,NY,[not in any metro division],Cattaraugus & Allegany Counties,123498,1 
3602600,99999,NY,[not in any metro division],Chautauqua County,127657,1 
3602701,99999,NY,[not in any metro division],Sullivan & Ulster (West) Counties,112760,1 
3602702,99999,NY,[not in any metro division],Ulster County (East),147715,1 
3602803,99999,NY,[not in any metro division],Dutchess County (North & East),114933,1 
3602804,99999,NY,[not in any metro division],Dutchess County (Southwest)--Fishkill & Wappinger town,143259,1 
3602805,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Putnam County & Southern Dutchess County,97668,0.7214 
3602805,99999,NY,[not in any metro division],Putnam County & Southern Dutchess County,37719,0.2786 
3602901,99999,NY,[not in any metro division],Orange County (Northeast)--Greater Newburgh City,124926,1 
3602902,99999,NY,[not in any metro division],Orange County (Northwest),129612,1 
3602903,99999,NY,[not in any metro division],Orange County (Southeast),146772,1 
3603001,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Rockland County (North)--New City & Congers,106384,1 
3603002,35614,NY,"New York-Jersey City-White Plains, NY-NJ","Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",109337,1 
3603003,35614,NY,"New York-Jersey City-White Plains, NY-NJ","Rockland County (West)--Spring Valley, Suffern Villages & Monsey",122608,1 
3603102,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (Northwest),152473,1 
3603103,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (Northeast),139687,1 
3603110,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (Southeast)--White Plains & Rye City,146109,1 
3603111,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (Central),113650,1 
3603112,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (Southwest)--Yonkers City,211569,1 
3603113,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (South Central East)--Mount Vernon City,121612,1 
3603114,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (South Central West)--New Rochelle City,119357,1 
3603201,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Northwest)--North Hempstead Town (North),118149,1 
3603202,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City,114990,1 
3603203,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (East Central)--Oyster Bay Town (Central),106221,1 
3603204,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (West Central)--North Hempstead Town (South),119490,1 
3603205,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (West Central)--Hempstead Town (Northwest),118668,1 
3603206,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor,154180,1 
3603207,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Central)--Hempstead Town (Northeast),114103,1 
3603208,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Southeast)--Oyster Bay Town (South),108486,1 
3603209,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Central)--Hempstead Town (East Central),105022,1 
3603210,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (South Central)--Hempstead Town (Southeast),109227,1 
3603211,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (West Central)--Hempstead Town (West Central),115026,1 
3603212,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City,112212,1 
3603301,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Northwest)--Huntington Town (North),101400,1 
3603302,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Northwest)--Huntington Town (South),102727,1 
3603303,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Northwest)--Smithtown Town,116296,1 
3603304,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (North Central)--Brookhaven Town (North),118528,1 
3603305,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (East),161127,1 
3603306,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (South Central)--Brookhaven Town (South),133185,1 
3603307,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Central)--Brookhaven Town (Central),125701,1 
3603308,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Central)--Brookhaven Town (West Central),108795,1 
3603309,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Central)--Islip Town (East),102493,1 
3603310,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Central)--Islip Town (Northwest),130712,1 
3603311,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Southwest)--Islip Town (South),106733,1 
3603312,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Southwest)--Babylon Town (Southeast),101006,1 
3603313,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (West Central)--Babylon Town (Northwest),117217,1 
3604103,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 3--Lower East Side & Chinatown,163141,1 
3604104,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 4--Chelsea & Hells Kitchen,129265,1 
3604107,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 7--Upper West Side,224344,1 
3604108,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island,231983,1 
3604109,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights,110458,1 
3604110,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 10--Harlem,130440,1 
3604111,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 11--East Harlem,125771,1 
3604112,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 12--Washington Heights & Inwood,188800,1 
3604121,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community Districts 1 & 2--Financial District & Greenwich Village,170835,1 
3604165,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Manhattan Community Districts 5 & 6--Midtown, East Midtown, & Flatiron",219214,1 
3604204,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Bronx Community District 4--Highbridge & Concourse,151523,1 
3604205,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Bronx Community District 5--Morris Heights & Mount Hope,135880,1 
3604207,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Bronx Community District 7--Fordham, Bedford Park, & Norwood",141945,1 
3604208,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Bronx Community District 8--Riverdale, Kingsbridge, & Marble Hill",101619,1 
3604209,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Bronx Community District 9--Soundview & Parkchester,186667,1 
3604210,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Bronx Community District 10--Co-op City & Throgs Neck,132351,1 
3604211,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Bronx Community District 11--Pelham Parkway & Morris Park,121824,1 
