puma22,metdiv20,stab,MetDivName,PUMA22name,pop20,afact
2101500,99999,KY,[not in any metro division],Green River Area Development District (Central)--Daviess County,103312,1 
2101600,99999,KY,[not in any metro division],KIPDA Area Development District (South),101707,1 
2101701,99999,KY,[not in any metro division],KIPDA Area Development District (Central)--Louisville/Jefferson Co (Northwest),139656,1 
2101702,99999,KY,[not in any metro division],KIPDA Area Development District (Central)--Louisville/Jefferson Co (North Central),102528,1 
2101703,99999,KY,[not in any metro division],KIPDA Area Development District (Central)--Louisville/Jefferson Co (Northeast),118162,1 
2101704,99999,KY,[not in any metro division],KIPDA Area Development District (Central)--Louisville/Jefferson Co (Southeast),139866,1 
2101705,99999,KY,[not in any metro division],KIPDA Area Development District (Central)--Louisville/Jefferson Co (South Central),134847,1 
2101706,99999,KY,[not in any metro division],KIPDA Area Development District (Central)--Louisville/Jefferson Co (Southwest),147910,1 
2101800,99999,KY,[not in any metro division],KIPDA Area Development District (Northeast),139824,1 
2101901,99999,KY,[not in any metro division],Bluegrass Area Development District (Central)--Lexington-Fayette County (Central),113590,1 
2101902,99999,KY,[not in any metro division],Bluegrass Area Development District (Central)--Lexington-Fayette County (North),107462,1 
2101903,99999,KY,[not in any metro division],Blugrass Area Development District (Central)--Lexington-Fayette County (South),101518,1 
2102000,99999,KY,[not in any metro division],Bluegrass Area Development District (West),124905,1 
2102100,99999,KY,[not in any metro division],Bluegrass Area Development District (South),124833,1 
2102200,99999,KY,[not in any metro division],Bluegrass Area Development District (Southeast),119993,1 
2102300,99999,KY,[not in any metro division],Bluegrass Area Development District (Northeast),140608,1 
2102400,99999,KY,[not in any metro division],Northern Kentucky Area Development District (North Central)--Kenton County,169064,1 
2102500,99999,KY,[not in any metro division],Northern Kentucky Area Development District (Northwest)--Boone County,135968,1 
2102600,99999,KY,[not in any metro division],Northern Kentucky Area Development District (Outer),163439,1 
2102700,99999,KY,[not in any metro division],Buffalo Trace & Gateway Area Development Districts,141240,1 
2102800,99999,KY,[not in any metro division],FIVCO Area Development District,134497,1 
2200101,99999,LA,[not in any metro division],Coordinating & Development Corporation 1--Shreveport City (North),116543,1 
2200102,99999,LA,[not in any metro division],Coordinating & Development Corporation 2--Shreveport City (South),121305,1 
2200200,99999,LA,[not in any metro division],Coordinating & Development Corporation 3--Bossier & Webster Parishes,165713,1 
2200300,99999,LA,[not in any metro division],Coordinating & Development Corporation 4--Northwest Louisiana,169649,1 
2200400,99999,LA,[not in any metro division],North Delta Regional Planning & Development District 1--Ouachita Parish,160368,1 
2200500,99999,LA,[not in any metro division],North Delta Regional Planning & Development District 2--Northeast Louisiana,142603,1 
2200600,99999,LA,[not in any metro division],Kisatchie Delta Regional Planning & Development District 1,118001,1 
2200700,99999,LA,[not in any metro division],Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes P,178773,1 
2200801,99999,LA,[not in any metro division],Imperial Calcasieu Regional Planning & Development District 1 (North),148998,1 
2200901,99999,LA,[not in any metro division],Imperial Calcasieu Regional Planning & Development District 2 (South),164953,1 
2201000,99999,LA,[not in any metro division],Acadiana Regional Development District 1--St. Landry & Evangeline Parishes,114890,1 
2201100,99999,LA,[not in any metro division],Acadiana Regional Development District 2--Acadia & Vermilion Parishes,114935,1 
2201201,99999,LA,[not in any metro division],Acadiana Regional Development District 3--Lafayette Parish (North),116664,1 
2201202,99999,LA,[not in any metro division],Acadiana Regional Development District 4--Lafayette Parish (South),125089,1 
2201300,99999,LA,[not in any metro division],Acadiana Regional Development District 5--Iberia & St. Martin Parishes,121696,1 
2201400,99999,LA,[not in any metro division],Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),113047,1 
2201501,99999,LA,[not in any metro division],Capital Region Planning Commission 4--East Baton Rouge Parish (North),105573,1 
2201502,99999,LA,[not in any metro division],Capital Region Planning Commission 3--Baton Rouge City (North),104308,1 
2201503,99999,LA,[not in any metro division],Capital Region Planning Commission 8--Baton Rouge City (South),140545,1 
2201504,99999,LA,[not in any metro division],Capital Region Planning Commission 2--East Baton Rouge Parish (South),106355,1 
2201600,99999,LA,[not in any metro division],Capital Region Planning Commission 5--Ascension Parish,126500,1 
2201700,99999,LA,[not in any metro division],Capital Region Planning Commission 6--Livingston & St. Helena Parishes,153202,1 
2201800,99999,LA,[not in any metro division],Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,178620,1 
2201900,99999,LA,[not in any metro division],South Central Planning & Development Commission 1--River Parishes,115218,1 
2202000,99999,LA,[not in any metro division],South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,118596,1 
2202100,99999,LA,[not in any metro division],South Central Planning & Development Commission 3--Terrebonne & St. Mary Parishes,158986,1 
2202201,99999,LA,[not in any metro division],Regional Planning Commission 1--St. Tammany Parish (Northwest),143803,1 
2202202,99999,LA,[not in any metro division],Regional Planning Commission 2--St. Tammany Parish (Southeast),120767,1 
2202301,99999,LA,[not in any metro division],Regional Planning Commission 3--Jefferson Parish (North),105437,1 
2202302,99999,LA,[not in any metro division],Regional Planning Commission 4--Jefferson Parish (Central),143507,1 
2202303,99999,LA,[not in any metro division],Regional Planning Commission 5--Jefferson Parish (West Bank),136519,1 
2202401,99999,LA,[not in any metro division],Regional Planning Commission 6--New Orleans City (Northeast),147175,1 
2202402,99999,LA,[not in any metro division],Regional Planning Commission 7--New Orleans City (Central),118167,1 
2202403,99999,LA,[not in any metro division],Regional Planning Commission 8--New Orleans City (South),118655,1 
2202501,99999,LA,[not in any metro division],"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes P",122597,1 
2300100,99999,ME,[not in any metro division],"Northeast Maine--Aroostook, Washington & Northern Penobscot Counties",119088,1 
2300200,99999,ME,[not in any metro division],"Northwest Maine--Oxford, Somerset, Franklin & Somerset Counties",154510,1 
2300300,99999,ME,[not in any metro division],Southern Penobscot County,131311,1 
2300400,99999,ME,[not in any metro division],Kennebec County,123642,1 
2300500,99999,ME,[not in any metro division],"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",170929,1 
2300600,99999,ME,[not in any metro division],Androscoggin County,111139,1 
2300700,99999,ME,[not in any metro division],Sagadahoc County & Northern Cumberland County,108978,1 
2300800,99999,ME,[not in any metro division],Southern Maine--York (West) & Cumberland (West),185576,1 
2300900,99999,ME,[not in any metro division],Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,141646,1 
2301000,99999,ME,[not in any metro division],"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",115540,1 
2400101,99999,MD,[not in any metro division],"Allegany, Garrett & West Washington Counties--Hancock & Clear Spring",111072,1 
2400201,99999,MD,[not in any metro division],Central Washington County--Hagerstown City,140545,1 
2400301,23224,MD,"Frederick-Gaithersburg-Rockville, MD",Central Frederick County--Frederick City,137046,1 
2400302,23224,MD,"Frederick-Gaithersburg-Rockville, MD",Outer Frederick County,134671,1 
2400400,99999,MD,[not in any metro division],Carroll County--Westminster City,172891,1 
2400501,99999,MD,[not in any metro division],Outer Baltimore County,107655,1 
2400502,99999,MD,[not in any metro division],"Inner West Baltimore County--Randallstown, Owings Mills & Milford Mill",160221,1 
2400503,99999,MD,[not in any metro division],"West Central Baltimore County--Pikesville, Towson & Cockeysville",111139,1 
2400504,99999,MD,[not in any metro division],"East Central Baltimore County--Towson, Parkville & Carney",107851,1 
2400505,99999,MD,[not in any metro division],"Inner East Baltimore County--Middle River, Rosedale & White Marsh",106794,1 
2400506,99999,MD,[not in any metro division],"Southeast Baltimore County--Dundalk, Essex, Edgemere",138801,1 
2400507,99999,MD,[not in any metro division],"Southwest Baltimore County--Catonsville, Woodlawn & Arbutus",122074,1 
2400601,99999,MD,[not in any metro division],"North Harford County--Bel Air Town, Fallston & Jarrettsville",141687,1 
2400602,99999,MD,[not in any metro division],"South Harford County--Aberdeen, Havre de Grace Cities",119237,1 
2400700,48864,MD,"Wilmington, DE-MD-NJ",Cecil County--Elkton,103725,1 
2400801,99999,MD,[not in any metro division],"Northwest Baltimore City--Sandtown, Winchester, Ashburton & Mount Washington",132471,1 
2400802,99999,MD,[not in any metro division],"North Central Baltimore City--Guilford, Roland Park & Druid Lake",115604,1 
2400803,99999,MD,[not in any metro division],"Northeast Baltimore City--Frankford, Belair-Edison & Loch Raven",116697,1 
2400804,99999,MD,[not in any metro division],"East Baltimore City--Inner Harbor, Canton & Bayview",106489,1 
2400805,99999,MD,[not in any metro division],"Southwest Baltimore City--Irvington, Ten Hills & Cherry Hill",114447,1 
2400901,99999,MD,[not in any metro division],"West Howard County--Ellicott City (North & West), Fulton & Highland",123055,1 
2400902,99999,MD,[not in any metro division],Central Howard County--Columbia,104102,1 
2400903,99999,MD,[not in any metro division],"East Howard County--Ellicott City (Southeast), North Laurel & Elkridge",105160,1 
2401001,23224,MD,"Frederick-Gaithersburg-Rockville, MD","North Montgomery County--Olney, Damascus & Darnestown",111693,1 
2401002,23224,MD,"Frederick-Gaithersburg-Rockville, MD","North Central Montgomery County--Germantown, Clarksburg & Montgomery Village",169702,1 
2401003,23224,MD,"Frederick-Gaithersburg-Rockville, MD",Central Montgomery County--Gaithersburg & Rockville,167322,1 
2401004,23224,MD,"Frederick-Gaithersburg-Rockville, MD",Southwest Montgomery County--North Bethesda & Potomac,124267,1 
2401005,23224,MD,"Frederick-Gaithersburg-Rockville, MD","East Central Montgomery County--Wheaton, Aspen Hill & Glenmont",145818,1 
2401006,23224,MD,"Frederick-Gaithersburg-Rockville, MD","East Montgomery County--Fairland, Colesville & White Oak",120896,1 
2401007,23224,MD,"Frederick-Gaithersburg-Rockville, MD",Southeast Montgomery County--Takoma Park City & Silver Spring,118754,1 
2401008,23224,MD,"Frederick-Gaithersburg-Rockville, MD",South Montgomery County--South Bethesda & Chevy Chase,103609,1 
2401101,47894,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Inner Northwest Prince Georges County--College Park City & Langley Park,129416,1 
2401102,47894,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV","North Prince Georges County--Laurel, Greenbelt & Beltsville",149620,1 
2401103,47894,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Inner Northeast Prince Georges County--New Carrollton & Hyattsville,119450,1 
2401104,47894,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Central Prince Georges County--Seat Pleasant City, Capitol Heights Town & Landover PUM",120691,1 
2401105,47894,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV","East Prince Georges County--Bowie City, Kettering & Largo",194550,1 
2401106,47894,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV","South Prince Georges County--Clinton, Fort Washington & Rosaryville",131061,1 
2401107,47894,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Southwest Prince Georges County--Oxon Hill, Hillcrest Heights & Temple Hills",122413,1 
2401201,99999,MD,[not in any metro division],"Northwest Anne Arundel County--Severn, Odenton & Crofton",124290,1 
2401202,99999,MD,[not in any metro division],"North Anne Arundel County--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",122564,1 
2401203,99999,MD,[not in any metro division],"East Anne Arundel County--Severna Park, Arnold & Lake Shore",111081,1 
2401204,99999,MD,[not in any metro division],Central Anne Arundel County,113767,1 
2401205,99999,MD,[not in any metro division],"Southeast Anne Arundel County--Annapolis City, Parole & Annapolis Neck",116559,1 
2401300,99999,MD,[not in any metro division],"Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",172422,1 
2401400,99999,MD,[not in any metro division],"Wicomico, Worcester & Somerset Counties--Salisbury City",180668,1 
2401501,47894,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Calvert & Southeast St. Marys Counties--Chesapeake Beach & California,92783,0.893 
2401501,99999,MD,[not in any metro division],Calvert & Southeast St. Marys Counties--Chesapeake Beach & California,11115,0.107 
2401601,99999,MD,[not in any metro division],Central St. Marys County--Lexington Park City & Leonardtown,102662,1 
2401700,47894,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Charles County--La Plata Town & Waldorf City,166617,1 
2500100,99999,MA,[not in any metro division],Berkshire County--Pittsfield,129026,1 
2500201,99999,MA,[not in any metro division],"Franklin & Hampshire (West, North, East) Counties",118707,1 
2500301,99999,MA,[not in any metro division],Hampshire County (South)--Northampton,114630,1 
2500401,99999,MA,[not in any metro division],Hampden County (West)--Westfield & Holyoke,152745,1 
2500402,99999,MA,[not in any metro division],Hampden County (Central)--Springfield,155929,1 
2500403,99999,MA,[not in any metro division],Hampden County (East)--Chicopee,157151,1 
2500501,99999,MA,[not in any metro division],Worcester County (Northwest)--Gardner,110872,1 
2500502,99999,MA,[not in any metro division],"Worcester County (Northeast)--Fitchburg, Leominster & Lunenburg",118467,1 
2500503,99999,MA,[not in any metro division],Worcester County (East Central)--Outside Worcester City,152133,1 
2500504,99999,MA,[not in any metro division],Worcester City (East),105624,1 
