puma22,metdiv23,stab,MetDivName,PUMA22name,hus20,afact
3400304,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Bergen County (West Central)--Fair Lawn, Garfield & Lodi",49037,1 
3400305,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Bergen County (East)--Tenafly, Park Ridge, Englewood City & Cresskill",45993,1 
3400306,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes",39188,1 
3400307,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford",41570,1 
3400308,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood",37982,1 
3400501,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Passaic County (South)--Passaic & Clifton (SE),48279,1 
3400502,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Passaic County (Central)--Hawthorne,42964,1 
3400503,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Passaic County--Paterson,52885,1 
3400504,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes",41239,1 
3400601,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Hudson County (Central)--Jersey City (North),80390,1 
3400602,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Hudson County (Central)--Jersey City (South),50602,1 
3400603,35614,NJ,"New York-Jersey City-White Plains, NY-NJ",Hudson County (Northeast)--Union City & Hoboken,65746,1 
3400604,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Hudson County (North)--West New York, Secaucus & North Bergen",61335,1 
3400605,35614,NJ,"New York-Jersey City-White Plains, NY-NJ","Hudson County (South & West)--Bayonne, Kearney & Harrison",54633,1 
3400800,35084,NJ,"Newark, NJ",Hunterdon County,51687,1 
3400901,29484,NJ,"Lakewood-New Brunswick, NJ",Middlesex County (Southeast),54187,1 
3400902,29484,NJ,"Lakewood-New Brunswick, NJ",Middlesex County (Southwest),44149,1 
3400903,29484,NJ,"Lakewood-New Brunswick, NJ",Middlesex County (Northwest)--North Piscataway & South Plainfield,41850,1 
3400904,29484,NJ,"Lakewood-New Brunswick, NJ",Middlesex County (North Central)--Metuchen & South Edison,42872,1 
3400905,29484,NJ,"Lakewood-New Brunswick, NJ",Middlesex County (Northeast)--Carteret & North Woodbridge,41603,1 
3400906,29484,NJ,"Lakewood-New Brunswick, NJ",Middlesex County (Central)--New Brunswick & Highland Park,51404,1 
3400907,29484,NJ,"Lakewood-New Brunswick, NJ",Middlesex County (East Central)--Perth Amboy & Sayreville,39456,1 
3401001,29484,NJ,"Lakewood-New Brunswick, NJ",Somerset County (North & West),43007,1 
3401002,29484,NJ,"Lakewood-New Brunswick, NJ",Somerset County (South),43742,1 
3401003,29484,NJ,"Lakewood-New Brunswick, NJ","Somerset County (Central)--Bridgewater, Somerville & North Plainfield",45073,1 
3401101,29484,NJ,"Lakewood-New Brunswick, NJ","Monmouth County (Southeast)--Wall, Tinton Falls (South)",53466,1 
3401102,29484,NJ,"Lakewood-New Brunswick, NJ","Monmouth County (Southwest)--Freehold, Manalapan",40651,1 
3401103,29484,NJ,"Lakewood-New Brunswick, NJ","Monmouth County (Southeast)--Long Branch, Asbury Park & Eatontown",52302,1 
3401104,29484,NJ,"Lakewood-New Brunswick, NJ","Monmouth County (Northeast)--Red Bank, Northeast Middletown",45243,1 
3401105,29484,NJ,"Lakewood-New Brunswick, NJ",Monmouth County (Northwest)--Matawan & Aberdeen,39260,1 
3401106,29484,NJ,"Lakewood-New Brunswick, NJ",Monmouth County (Central),37990,1 
3401201,29484,NJ,"Lakewood-New Brunswick, NJ",Ocean County (South),74312,1 
3401202,29484,NJ,"Lakewood-New Brunswick, NJ",Ocean County (Central)--Toms River & Berkeley,83327,1 
3401203,29484,NJ,"Lakewood-New Brunswick, NJ",Ocean County (Lakewood),34726,1 
3401204,29484,NJ,"Lakewood-New Brunswick, NJ",Ocean County (Northwest),52508,1 
3401205,29484,NJ,"Lakewood-New Brunswick, NJ",Ocean County (Northeast)--Brick & Point Pleasant,49556,1 
3401401,35084,NJ,"Newark, NJ",Essex County (Northeast)--Bloomfield,49024,1 
3401402,35084,NJ,"Newark, NJ",Essex County (South Central)--Irvington,40559,1 
3401403,35084,NJ,"Newark, NJ",Essex County (Northwest)--Montclair,43890,1 
3401404,35084,NJ,"Newark, NJ",Essex County (Southwest)--West Orange & Livingston,39313,1 
3401405,35084,NJ,"Newark, NJ",Essex County (Central)--Orange & East Orange,43947,1 
3401406,35084,NJ,"Newark, NJ",Essex County (Southeast)--Newark (North & East),58317,1 
3401407,35084,NJ,"Newark, NJ",Essex County (Southeast)--Newark (West & Southwest),59846,1 
3401501,35084,NJ,"Newark, NJ",Morris County (North)--Dover Town & Kinnelon Borough,52564,1 
3401502,35084,NJ,"Newark, NJ",Morris County (West),50412,1 
3401503,35084,NJ,"Newark, NJ",Morris County (East)--Lincoln Park Borough,45140,1 
3401504,35084,NJ,"Newark, NJ","Morris County (South)--Morristown, Madison & Florham Park",49606,1 
3401600,35084,NJ,"Newark, NJ",Sussex County,62709,1 
3401700,99999,NJ,[not in any metro division],Warren County,46457,1 
3401901,35084,NJ,"Newark, NJ",Union County (North Central)--Union Twp & Roselle Park,37780,1 
3401902,35084,NJ,"Newark, NJ",Union County (Northwest)--Summit & Cranford,39471,1 
3401903,35084,NJ,"Newark, NJ",Union County (Southwest)--Plainfield & Westfield,40152,1 
3401904,35084,NJ,"Newark, NJ","Union County (Southeast)--Linden, Rahway & Roselle",44066,1 
3401905,35084,NJ,"Newark, NJ",Union County (Northeast)--Elizabeth,48439,1 
3402001,15804,NJ,"Camden, NJ",Burlington County (North)--Burlington City,65605,1 
3402002,15804,NJ,"Camden, NJ",Burlington County (West Central),67558,1 
3402003,15804,NJ,"Camden, NJ",Burlington County (South & East),51612,1 
3402101,15804,NJ,"Camden, NJ",Camden County (North)--Camden & Gloucester Cities,48892,1 
3402102,15804,NJ,"Camden, NJ",Camden County (Central)--Lindenwold & Collingswood Boroughs,47950,1 
3402103,15804,NJ,"Camden, NJ",Camden County (South & West)--Bellmawr & Pine Hill Boroughs,67909,1 
3402104,15804,NJ,"Camden, NJ",Camden County (East Central)--Haddonfield Borough,48008,1 
3402201,15804,NJ,"Camden, NJ",Gloucester County (Northeast)--Woodbury City,53402,1 
3402202,15804,NJ,"Camden, NJ",Gloucester County (South & West)--Glassboro Borough,63806,1 
3402301,99999,NJ,[not in any metro division],Mercer County (West Central)--Trenton City,49959,1 
3402302,99999,NJ,[not in any metro division],Mercer County (North)--Princeton Borough,43174,1 
3402303,99999,NJ,[not in any metro division],Mercer County (Southwest),57309,1 
3402401,99999,NJ,[not in any metro division],Cumberland County (South)--Vineland & Millville Cities,42694,1 
3402501,48864,NJ,"Wilmington, DE-MD-NJ",Salem & Cumberland (North) Counties--Bridgeton City,27763,1 
3402501,99999,NJ,[not in any metro division],Salem & Cumberland (North) Counties--Bridgeton City,14425,1 
3402601,99999,NJ,[not in any metro division],Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City,105195,1 
3500100,99999,NM,[not in any metro division],Northwest New Mexico Navajo Nation,43379,1 
3500200,99999,NM,[not in any metro division],"San Juan County (NE)--Farmington, Bloomfield & Aztec Cities",40521,1 
3500300,99999,NM,[not in any metro division],North Central New Mexico,66717,1 
3500400,99999,NM,[not in any metro division],Eastern New Mexico,77206,1 
3500500,99999,NM,[not in any metro division],Santa Fe County New Mexico,72321,1 
3500600,99999,NM,[not in any metro division],Sandoval County New Mexico,58603,1 
3500701,99999,NM,[not in any metro division],Albuquerque NW,52012,1 
3500702,99999,NM,[not in any metro division],Albuquerque N Central,50097,1 
3500703,99999,NM,[not in any metro division],Albuquerque Far NE,47973,1 
3500704,99999,NM,[not in any metro division],Albuquerque Near NE,49486,1 
3500705,99999,NM,[not in any metro division],Albuquerque SE,48976,1 
3500706,99999,NM,[not in any metro division],Albuquerque SW,39545,1 
3500800,99999,NM,[not in any metro division],"Valencia County, Torrance County & East Mountain",53016,1 
3500900,99999,NM,[not in any metro division],Southwest New Mexico,96976,1 
3501001,99999,NM,[not in any metro division],Do̱a Ana County (Outer),38814,1 
3501002,99999,NM,[not in any metro division],"Do̱a Ana County Central--Las Cruces, Mesilla Cities & University Park",50990,1 
3501100,99999,NM,[not in any metro division],Lea and Eddy County,54227,1 
3600100,99999,NY,[not in any metro division],St. Lawrence County,51612,1 
3600200,99999,NY,[not in any metro division],"Clinton, Franklin, Essex & Hamilton Counties",95582,1 
3600300,99999,NY,[not in any metro division],Warren & Washington Counties,68926,1 
3600401,99999,NY,[not in any metro division],Herkimer (North & Central) & Oneida (Outer) Counties,56835,1 
3600402,99999,NY,[not in any metro division],Oneida County (Central)--Greater Utica & Rome Cities,72436,1 
3600403,99999,NY,[not in any metro division],"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",54270,1 
3600500,99999,NY,[not in any metro division],Jefferson & Lewis Counties,77068,1 
3600600,99999,NY,[not in any metro division],Oswego County,54470,1 
3600701,99999,NY,[not in any metro division],Onondaga County (Central)--Syracuse City,66797,1 
3600702,99999,NY,[not in any metro division],Onondaga County (North),55683,1 
3600703,99999,NY,[not in any metro division],Onondaga County (Central)--Syracuse City (Outer),72766,1 
3600704,99999,NY,[not in any metro division],Cayuga & Onondaga (South) Counties,52757,1 
3600800,99999,NY,[not in any metro division],Wayne & Seneca & Yates Counties,71390,1 
3600901,99999,NY,[not in any metro division],Monroe County (East),60237,1 
3600902,99999,NY,[not in any metro division],Monroe County (Central)--Rochester City (East),52871,1 
3600903,99999,NY,[not in any metro division],Monroe County (Central)--Rochester City (West),47107,1 
3600904,99999,NY,[not in any metro division],Monroe County (Central)--Greece & Gates Towns,56324,1 
3600905,99999,NY,[not in any metro division],Monroe County (North & West),44068,1 
3600906,99999,NY,[not in any metro division],Monroe County (South),75655,1 
3601000,99999,NY,[not in any metro division],"Genesee, Orleans & Wyoming Counties",62408,1 
3601101,99999,NY,[not in any metro division],Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area,52399,1 
3601102,99999,NY,[not in any metro division],Niagara County (North & East),47757,1 
3601201,99999,NY,[not in any metro division],Erie County (Northwest),51307,1 
3601202,99999,NY,[not in any metro division],Erie County (North Central),54435,1 
3601203,99999,NY,[not in any metro division],Erie County (Northeast),48625,1 
3601204,99999,NY,[not in any metro division],Erie County (Central),73175,1 
3601205,99999,NY,[not in any metro division],Erie County (West Central)--Buffalo City (East),74588,1 
3601206,99999,NY,[not in any metro division],Erie County (West Central)--Buffalo City (West),61762,1 
3601207,99999,NY,[not in any metro division],Erie County (South),74855,1 
3601300,99999,NY,[not in any metro division],Livingston & Ontario Counties,79698,1 
3601500,99999,NY,[not in any metro division],Madison & Cortland Counties,51365,1 
3601600,99999,NY,[not in any metro division],Fulton & Montgomery Counties,50944,1 
3601700,99999,NY,[not in any metro division],Schenectady County--Schenectady City,70794,1 
3601801,99999,NY,[not in any metro division],Saratoga County (South & Central),54520,1 
3601802,99999,NY,[not in any metro division],Saratoga County (Outer),55399,1 
3601900,99999,NY,[not in any metro division],Rensselaer County--Troy City,74197,1 
3602001,99999,NY,[not in any metro division],Albany County (East Central)--Albany City,52220,1 
3602002,99999,NY,[not in any metro division],Albany County (Outside Albany City),93911,1 
3602100,99999,NY,[not in any metro division],Columbia & Greene Counties,62152,1 
3602201,99999,NY,[not in any metro division],Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PU,60612,1 
3602204,99999,NY,[not in any metro division],"Chenango, Delaware Counties & Broome County outside Greater Binghamton City",86120,1 
3602300,99999,NY,[not in any metro division],Tompkins County,46884,1 
3602403,99999,NY,[not in any metro division],"Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities",60404,1 
3602404,99999,NY,[not in any metro division],"Steuben (outside Corning City), Schuyler, Chemung (North) & Tioga (North) Counties",57316,1 
3602500,99999,NY,[not in any metro division],Cattaraugus & Allegany Counties,63606,1 
3602600,99999,NY,[not in any metro division],Chautauqua County,66247,1 
3602701,99999,NY,[not in any metro division],Sullivan & Ulster (West) Counties,69228,1 
3602702,99999,NY,[not in any metro division],Ulster County (East),65750,1 
3602803,99999,NY,[not in any metro division],Dutchess County (North & East),48740,1 
3602804,99999,NY,[not in any metro division],Dutchess County (Southwest)--Fishkill & Wappinger town,58922,1 
3602805,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Putnam County & Southern Dutchess County,38308,1 
3602805,99999,NY,[not in any metro division],Putnam County & Southern Dutchess County,14347,1 
3602901,99999,NY,[not in any metro division],Orange County (Northeast)--Greater Newburgh City,48846,1 
3602902,99999,NY,[not in any metro division],Orange County (Northwest),50166,1 
3602903,99999,NY,[not in any metro division],Orange County (Southeast),47867,1 
3603001,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Rockland County (North)--New City & Congers,36834,1 
3603002,35614,NY,"New York-Jersey City-White Plains, NY-NJ","Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",38836,1 
3603003,35614,NY,"New York-Jersey City-White Plains, NY-NJ","Rockland County (West)--Spring Valley, Suffern Villages & Monsey",32398,1 
3603102,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (Northwest),56889,1 
3603103,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (Northeast),53000,1 
3603110,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (Southeast)--White Plains & Rye City,55583,1 
3603111,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (Central),43312,1 
3603112,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (Southwest)--Yonkers City,85528,1 
3603113,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (South Central East)--Mount Vernon City,49250,1 
3603114,35614,NY,"New York-Jersey City-White Plains, NY-NJ",Westchester County (South Central West)--New Rochelle City,45401,1 
3603201,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Northwest)--North Hempstead Town (North),43410,1 
3603202,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City,41506,1 
3603203,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (East Central)--Oyster Bay Town (Central),35987,1 
3603204,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (West Central)--North Hempstead Town (South),40319,1 
3603205,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (West Central)--Hempstead Town (Northwest),38524,1 
3603206,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor,43787,1 
3603207,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Central)--Hempstead Town (Northeast),38462,1 
3603208,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Southeast)--Oyster Bay Town (South),38215,1 
3603209,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Central)--Hempstead Town (East Central),36154,1 
3603210,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (South Central)--Hempstead Town (Southeast),39281,1 
3603211,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (West Central)--Hempstead Town (West Central),37888,1 
3603212,35004,NY,"Nassau County-Suffolk County, NY",Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City,43199,1 
3603301,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Northwest)--Huntington Town (North),36987,1 
3603302,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Northwest)--Huntington Town (South),36086,1 
3603303,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Northwest)--Smithtown Town,41415,1 
3603304,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (North Central)--Brookhaven Town (North),42376,1 
3603305,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (East),99096,1 
3603306,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (South Central)--Brookhaven Town (South),50461,1 
3603307,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Central)--Brookhaven Town (Central),48250,1 
3603308,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Central)--Brookhaven Town (West Central),37653,1 
3603309,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Central)--Islip Town (East),38776,1 
3603310,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Central)--Islip Town (Northwest),33014,1 
3603311,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Southwest)--Islip Town (South),39556,1 
3603312,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (Southwest)--Babylon Town (Southeast),36429,1 
3603313,35004,NY,"Nassau County-Suffolk County, NY",Suffolk County (West Central)--Babylon Town (Northwest),38841,1 
3604103,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 3--Lower East Side & Chinatown,82589,1 
3604104,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 4--Chelsea & Hells Kitchen,82889,1 
3604107,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 7--Upper West Side,127870,1 
3604108,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island,138922,1 
3604109,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights,44900,1 
3604110,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 10--Harlem,61629,1 
3604111,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 11--East Harlem,54738,1 
3604112,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community District 12--Washington Heights & Inwood,78300,1 
3604121,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Manhattan Community Districts 1 & 2--Financial District & Greenwich Village,100395,1 
3604165,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Manhattan Community Districts 5 & 6--Midtown, East Midtown, & Flatiron",141694,1 
3604204,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Bronx Community District 4--Highbridge & Concourse,54431,1 
3604205,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Bronx Community District 5--Morris Heights & Mount Hope,46946,1 
3604207,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Bronx Community District 7--Fordham, Bedford Park, & Norwood",51354,1 
3604208,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Bronx Community District 8--Riverdale, Kingsbridge, & Marble Hill",42911,1 
3604209,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Bronx Community District 9--Soundview & Parkchester,68000,1 
3604210,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Bronx Community District 10--Co-op City & Throgs Neck,55318,1 
3604211,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Bronx Community District 11--Pelham Parkway & Morris Park,45628,1 
3604212,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Bronx Community District 12--Wakefield, Williamsbridge, & Eastchester",59856,1 
3604221,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Bronx Community Districts 1 & 2--Melrose, Mott Haven, Longwood, & Hunts Point",56296,1 
3604263,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Bronx Community Districts 3 & 6--Morrisania, Tremont, Belmont, & West Farms",66290,1 
3604301,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 1--Williamsburg & Greenpoint,89974,1 
3604302,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 2--Downtown Brooklyn & Fort Greene,65710,1 
3604303,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 3--Bedford-Stuyvesant,72623,1 
3604304,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 4--Bushwick,47292,1 
3604305,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 5--East New York & Cypress Hills,72938,1 
3604306,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 6--Park Slope & Carroll Gardens,54684,1 
3604307,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace,45939,1 
3604308,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 8--Crown Heights (North),49731,1 
3604309,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 9--Crown Heights (South),40871,1 
3604310,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights,55045,1 
3604311,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach,71001,1 
3604312,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 12--Borough Park & Kensington,64309,1 
3604313,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 13--Coney Island & Brighton Beach,48820,1 
3604314,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 14--Flatbush & Midwood,61732,1 
3604315,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 15--Sheepshead Bay & Gravesend (East),64571,1 
3604316,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 16--Ocean Hill & Brownsville,38649,1 
3604317,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 17--East Flatbush,61364,1 
3604318,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 18--Canarsie & Flatlands,72401,1 
3604401,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Queens Community District 1--Astoria & Queensbridge,90546,1 
3604402,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 2--Long Island City, Sunnyside, & Woodside",60696,1 
3604403,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Queens Community District 3--Jackson Heights & East Elmhurst,58912,1 
3604404,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Queens Community District 4--Elmhurst & Corona,58072,1 
3604405,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village",69946,1 
3604406,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Queens Community District 6--Forest Hills & Rego Park,56120,1 
3604407,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 7--Flushing, Murray Hill, & Whitestone",103229,1 
3604408,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 8--Fresh Meadows, Hillcrest, & Briarwood",58218,1 
3604409,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 9--Kew Gardens, Richmond Hill, & Woodhaven",50622,1 
3604410,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Queens Community District 10--South Ozone Park & Howard Beach,43508,1 
3604411,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 11--Auburndale, Bayside, & Douglaston",47439,1 
3604412,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 12--Jamaica, St. Albans, & Hollis",84633,1 
3604413,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 13--Queens Village, Bellerose, & Rosedale",66410,1 
3604414,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Queens Community District 14--The Rockaways,47982,1 
3604501,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Staten Island Community District 1--North Shore,69066,1 
3604502,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Staten Island Community District 2--Mid-Island,51980,1 
3604503,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Staten Island Community District 3--South Shore,62646,1 
3700100,99999,NC,[not in any metro division],"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties",83267,1 
3700200,99999,NC,[not in any metro division],"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties",72647,1 
3700300,99999,NC,[not in any metro division],Rockingham & Stokes Counties,64591,1 
3700400,99999,NC,[not in any metro division],"Granville, Person & Caswell Counties",52942,1 
3700500,99999,NC,[not in any metro division],Franklin & Vance Counties,48634,1 
3700600,99999,NC,[not in any metro division],"Halifax, Hertford, Northampton & Warren Counties",56417,1 
3700700,99999,NC,[not in any metro division],Northeast Albemarle Sound Region,56282,1 
3700800,99999,NC,[not in any metro division],South & West Albemarle Sound & Outer Banks Regions,96645,1 
3700900,99999,NC,[not in any metro division],Nash & Edgecombe Counties--Rocky Mount City,66213,1 
3701001,99999,NC,[not in any metro division],"Wilson, Greene & Johnston (East) Counties--Wilson City",63991,1 
3701101,99999,NC,[not in any metro division],Johnston County (West),64447,1 
3701201,99999,NC,[not in any metro division],Raleigh City (South & Central),65908,1 
3701202,99999,NC,[not in any metro division],Raleigh City (North),68652,1 
3701203,99999,NC,[not in any metro division],"Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns",51575,1 
3701204,99999,NC,[not in any metro division],"Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns",52732,1 
3701205,99999,NC,[not in any metro division],Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns,52499,1 
3701206,99999,NC,[not in any metro division],Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town,55918,1 
3701207,99999,NC,[not in any metro division],Wake County (West Central)--Cary Town,60084,1 
3701208,99999,NC,[not in any metro division],Wake County (Southwest)--Apex & Holly Springs Towns,55214,1 
3701301,99999,NC,[not in any metro division],Durham County (South)--Durham City (South),83753,1 
3701302,99999,NC,[not in any metro division],Durham County (North)--Durham City (North),60806,1 
3701400,99999,NC,[not in any metro division],Orange County--Chapel Hill Town,61211,1 
3701500,99999,NC,[not in any metro division],Chatham & Lee Counties,60530,1 
3701600,99999,NC,[not in any metro division],Alamance County--Burlington City,73385,1 
3701701,99999,NC,[not in any metro division],Greensboro City (North),63681,1 
3701702,99999,NC,[not in any metro division],Greensboro City (South),53145,1 
3701703,99999,NC,[not in any metro division],Guilford County (North)--Summerfield Town,54481,1 
3701704,99999,NC,[not in any metro division],Guilford County (South)--High Point City,60970,1 
3701801,99999,NC,[not in any metro division],Winston-Salem City (North),49328,1 
3701802,99999,NC,[not in any metro division],Winston-Salem City (South),60206,1 
3701803,99999,NC,[not in any metro division],Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village,60642,1 
3701900,99999,NC,[not in any metro division],"Davie, Yadkin & Iredell (North) Counties",46634,1 
3702000,99999,NC,[not in any metro division],Caldwell & Alexander Counties,52891,1 
3702100,99999,NC,[not in any metro division],Burke & McDowell Counties,60767,1 
3702201,99999,NC,[not in any metro division],Buncombe County (Southeast)--Asheville City,66961,1 
3702202,99999,NC,[not in any metro division],Buncombe County (Northwest),62180,1 
3702300,99999,NC,[not in any metro division],"Haywood, Madison, Swain, Graham & Jackson (North) Counties",59487,1 
3702400,99999,NC,[not in any metro division],"Jackson (South), Macon, Cherokee & Clay Counties",78755,1 
3702500,99999,NC,[not in any metro division],Henderson & Transylvania Counties,75459,1 
3702600,99999,NC,[not in any metro division],"Rutherford, Cleveland (West) & Polk Counties--Shelby City",65369,1 
3702700,99999,NC,[not in any metro division],Lincoln & Cleveland (East) Counties,58650,1 
