puma22,metdiv23,stab,MetDivName,PUMA22name,hus20,afact
3702800,99999,NC,[not in any metro division],Catawba County--Hickory City,70744,1 
3702900,99999,NC,[not in any metro division],Iredell (South)--Mooresville Town & Statesville City,68437,1 
3703001,99999,NC,[not in any metro division],Gaston County (Northwest)--Mount Holly City,45770,1 
3703002,99999,NC,[not in any metro division],Gaston County (Southeast)--Gastonia & Belmont Cities,52366,1 
3703101,99999,NC,[not in any metro division],Charlotte City (Central),66839,1 
3703102,99999,NC,[not in any metro division],Charlotte City (Northwest),51047,1 
3703103,99999,NC,[not in any metro division],Charlotte City (Northeast),49477,1 
3703104,99999,NC,[not in any metro division],Charlotte City (South),68682,1 
3703105,99999,NC,[not in any metro division],Charlotte City (Southwest),57740,1 
3703106,99999,NC,[not in any metro division],"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",72141,1 
3703107,99999,NC,[not in any metro division],Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,54246,1 
3703108,99999,NC,[not in any metro division],Mecklenburg County (South)--Matthews Town (South),58794,1 
3703200,99999,NC,[not in any metro division],"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town",65952,1 
3703300,99999,NC,[not in any metro division],Stanly & Cabarrus (East) Counties,49143,1 
3703400,99999,NC,[not in any metro division],Rowan County,63200,1 
3703500,99999,NC,[not in any metro division],Davidson County,74536,1 
3703600,99999,NC,[not in any metro division],Randolph County,62024,1 
3703700,99999,NC,[not in any metro division],Moore & Montgomery Counties,63010,1 
3703800,99999,NC,[not in any metro division],Harnett County,52876,1 
3703900,99999,NC,[not in any metro division],Sampson & Duplin Counties,49185,1 
3704000,99999,NC,[not in any metro division],Wayne County,52551,1 
3704101,99999,NC,[not in any metro division],"Lenoir, Onslow (North) & Jones Counties",50868,1 
3704200,99999,NC,[not in any metro division],Pitt County--Greenville City,80515,1 
3704300,99999,NC,[not in any metro division],Craven & Carteret Counties,97646,1 
3704501,99999,NC,[not in any metro division],Onslow County (South)--Jacksonville City,64524,1 
3704601,99999,NC,[not in any metro division],Pender & New Hanover (North) Counties,55953,1 
3704701,99999,NC,[not in any metro division],New Hanover County (South)--Wilmington City,87342,1 
3704800,99999,NC,[not in any metro division],Brunswick County,88330,1 
3704900,99999,NC,[not in any metro division],"Columbus, Bladen & Robeson Counties",86990,1 
3705001,99999,NC,[not in any metro division],Cumberland County (Central)--Fayetteville City (Central & East),53134,1 
3705002,99999,NC,[not in any metro division],Cumberland County (East)--Hope Mills & Spring Lake Towns,43690,1 
3705003,99999,NC,[not in any metro division],Cumberland County (West)--Fayetteville City (West),45351,1 
3705200,99999,NC,[not in any metro division],"Hoke, Richmond & Scotland Counties",54036,1 
3705301,99999,NC,[not in any metro division],Union (East) & Anson Counties--Monroe City,45471,1 
3705401,99999,NC,[not in any metro division],Union County (West)--Indian Trail & Stallings Towns,48151,1 
3800100,99999,ND,[not in any metro division],West North Dakota--Dickinson & Williston Cities,55968,1 
3800200,99999,ND,[not in any metro division],North Central North Dakota--Minot City,58708,1 
3800300,99999,ND,[not in any metro division],Bismarck & Mandan Cities,57799,1 
3800400,99999,ND,[not in any metro division],East Central North Dakota--Jamestown City,56170,1 
3800500,99999,ND,[not in any metro division],Northeast North Dakota--Grand Forks City,56600,1 
3800600,99999,ND,[not in any metro division],Cass County--Fargo City,85397,1 
3900100,99999,OH,[not in any metro division],"Mercer, Defiance, Williams, Van Wert & Paulding Counties",72018,1 
3900200,99999,OH,[not in any metro division],"Fulton, Putnam & Henry Counties",43549,1 
3900301,99999,OH,[not in any metro division],Lucas County (West)--Sylvania & Maumee Cities,58659,1 
3900302,99999,OH,[not in any metro division],Toledo City (West),75560,1 
3900303,99999,OH,[not in any metro division],Toledo City (Central),55587,1 
3900401,99999,OH,[not in any metro division],"Sandusky, Ottawa & Lucas (East) Counties--Oregon City",65416,1 
3900500,99999,OH,[not in any metro division],Erie & Huron Counties,63761,1 
3900601,99999,OH,[not in any metro division],Lorain County (North)--Lorain & Elyria Cities,61604,1 
3900602,99999,OH,[not in any metro division],"Lorain County (South)--North Ridgeville, Avon Lake & Avon Cities",72737,1 
3900701,99999,OH,[not in any metro division],"Cuyahoga County--Westlake, North Olmsted Cities & Bay Village",46428,1 
3900702,99999,OH,[not in any metro division],"Cuyahoga County (West)--Lakewood, Rocky River, Brook Park & Berea Cities",71416,1 
3900703,99999,OH,[not in any metro division],Cleveland City (West),51789,1 
3900704,99999,OH,[not in any metro division],"Cuyahoga County (South Central)--Parma, Parma Heights & Seven Hills Cities",58004,1 
3900705,99999,OH,[not in any metro division],"Cuyahoga County (South)--Strongsville, North Royalton & Broadview Heights Cities",50816,1 
3900706,99999,OH,[not in any metro division],"Cuyahoga County (Southeast)--Garfield Heights, Maple Heights & Bedford Cities",50276,1 
3900707,99999,OH,[not in any metro division],Cleveland City (Central),62816,1 
3900708,99999,OH,[not in any metro division],Cleveland City (East) & Bratenahl Village,85164,1 
3900709,99999,OH,[not in any metro division],"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities",72426,1 
3900710,99999,OH,[not in any metro division],"Cuyahoga County (East)--Shaker Heights, Solon, Mayfield Heights & Lyndhurst Cities",66690,1 
3900801,99999,OH,[not in any metro division],"Lake County (West)--Willoughby, Eastlake, Willowick & Wickliffe Cities",50175,1 
3900802,99999,OH,[not in any metro division],Lake County (East)--Mentor & Painesville Cities,55140,1 
3900900,99999,OH,[not in any metro division],Ashtabula & Geauga Counties,83656,1 
3901001,99999,OH,[not in any metro division],Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,58937,1 
3901002,99999,OH,[not in any metro division],Trumbull County (South Central)--Warren & Niles Cities,54289,1 
3901003,99999,OH,[not in any metro division],"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown",89157,1 
3901100,99999,OH,[not in any metro division],Portage County,70672,1 
3901201,99999,OH,[not in any metro division],"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities",49444,1 
3901202,99999,OH,[not in any metro division],"Summit County (East Central)--Cuyahoga Falls, Stow & Tallmadge Cities",51499,1 
3901203,99999,OH,[not in any metro division],Summit County (Central)--Akron City,93633,1 
3901204,99999,OH,[not in any metro division],"Summit County (South)--Green, Barberton & New Franklin Cities",51897,1 
3901300,99999,OH,[not in any metro division],Medina County,75169,1 
3901400,99999,OH,[not in any metro division],Wayne County,46555,1 
3901500,99999,OH,[not in any metro division],"Ashland, Holmes & Coshocton Counties",53383,1 
3901600,99999,OH,[not in any metro division],Richland County,54522,1 
3901700,99999,OH,[not in any metro division],"Seneca, Wyandot & Crawford Counties",53638,1 
3901800,99999,OH,[not in any metro division],Wood County,56863,1 
3901900,99999,OH,[not in any metro division],Hancock & Hardin Counties,46538,1 
3902000,99999,OH,[not in any metro division],Allen County,44563,1 
3902100,99999,OH,[not in any metro division],"Auglaize, Logan & Champaign Counties",60392,1 
3902200,99999,OH,[not in any metro division],"Darke, Shelby & Preble Counties",60751,1 
3902300,99999,OH,[not in any metro division],Miami County,46766,1 
3902400,99999,OH,[not in any metro division],Clark County,60987,1 
3902500,99999,OH,[not in any metro division],"Union, Pickaway & Madison Counties",61729,1 
3902600,99999,OH,[not in any metro division],"Marion, Knox & Morrow Counties",67617,1 
3902701,99999,OH,[not in any metro division],Stark County (West)--Massillon City,61943,1 
3902702,99999,OH,[not in any metro division],Stark County (Central)--Canton & North Canton Cities,63787,1 
3902703,99999,OH,[not in any metro division],Stark County (East) & Carroll County--Aliance City,54464,1 
3902800,99999,OH,[not in any metro division],Columbiana & Jefferson Counties,77216,1 
3902900,99999,OH,[not in any metro division],Tuscarawas & Harrison Counties,48196,1 
3903000,99999,OH,[not in any metro division],"Belmont, Guernsey, Noble & Monroe Counties",63511,1 
3903100,99999,OH,[not in any metro division],"Muskingum, Perry & Morgan Counties",60552,1 
3903200,99999,OH,[not in any metro division],Licking County,72709,1 
3903301,99999,OH,[not in any metro division],Delaware County (North),39587,1 
3903302,99999,OH,[not in any metro division],Delaware County (South),42267,1 
3903401,99999,OH,[not in any metro division],"Columbus (Far Northeast), Gahanna & New Albany Cities",52073,1 
3903402,99999,OH,[not in any metro division],Columbus (North) & Westerville Cities,49967,1 
3903403,99999,OH,[not in any metro division],Columbus (North) & Worthington Cities,55886,1 
3903404,99999,OH,[not in any metro division],Columbus (Far Northwest) & Dublin Cities,49174,1 
3903405,99999,OH,[not in any metro division],"Columbus (Far West), Hilliard & Upper Arlington Cities",54276,1 
3903406,99999,OH,[not in any metro division],Columbus (Central) & Grandview Heights Cities,57605,1 
3903407,99999,OH,[not in any metro division],Columbus City (Northeast),47100,1 
3903408,99999,OH,[not in any metro division],"Columbus (East), Reynoldsburg, Whitehall & Bexley Cities",55817,1 
3903409,99999,OH,[not in any metro division],"Columbus (Southeast), Canal Winchester & Groveport Cities",71213,1 
3903410,99999,OH,[not in any metro division],Columbus City (West),44377,1 
3903411,99999,OH,[not in any metro division],Columbus (Southwest) & Grove City Cities,43415,1 
3903500,99999,OH,[not in any metro division],Fairfield County,62466,1 
3903600,99999,OH,[not in any metro division],Greene County,71336,1 
3903701,99999,OH,[not in any metro division],"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities",58772,1 
3903702,99999,OH,[not in any metro division],Montgomery County (West)--Miamisburg & West Carrollton Cities,49795,1 
3903703,99999,OH,[not in any metro division],Montgomery County (East Central)--Dayton & Riverside Cities,82416,1 
3903704,99999,OH,[not in any metro division],Montgomery County (Southeast)--Kettering & Centerville Cities,60540,1 
3903801,99999,OH,[not in any metro division],"Butler County (North & West)--Middletown, Oxford & Trenton Cities",51477,1 
3903802,99999,OH,[not in any metro division],Butler County (South Central)--Hamilton & Fairfield Cities,56720,1 
3903803,99999,OH,[not in any metro division],Butler County (Southeast)--Monroe City & Beckett Ridge,45544,1 
3903901,99999,OH,[not in any metro division],"Warren County (West)--Mason, Springboro (West) & Franklin Cities",46235,1 
3903902,99999,OH,[not in any metro division],Warren County (East)--Lebanon & Springboro (East) Cities,47041,1 
3904000,99999,OH,[not in any metro division],"Highland, Clinton & Fayette Counties",49550,1 
3904100,99999,OH,[not in any metro division],"Ross, Hocking & Vinton Counties",50976,1 
3904200,99999,OH,[not in any metro division],"Athens, Washington & Meigs Counties",65022,1 
3904300,99999,OH,[not in any metro division],"Lawrence, Jackson & Gallia Counties",54330,1 
3904400,99999,OH,[not in any metro division],"Scioto, Adams & Pike Counties",57779,1 
3904501,99999,OH,[not in any metro division],Clermont (East) & Brown Counties,47562,1 
3904602,99999,OH,[not in any metro division],Clermont County (West),58125,1 
3904701,99999,OH,[not in any metro division],"Hamilton County (East)--Loveland, Montgomery Cities & Forestville",41880,1 
3904702,99999,OH,[not in any metro division],"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities",48839,1 
3904703,99999,OH,[not in any metro division],"Hamilton County (Central)--Forest Park, White Oak & Finneytown",64049,1 
3904704,99999,OH,[not in any metro division],Hamilton County (West)--Mack & Dent,46756,1 
3904705,99999,OH,[not in any metro division],Cincinnati City (West),53666,1 
3904706,99999,OH,[not in any metro division],Cincinnati City (Central),66413,1 
3904707,99999,OH,[not in any metro division],Cincinnati (East) & Norwood Cities,57412,1 
4020100,99999,OK,[not in any metro division],"Panhandle & NW Oklahoma Counties--Guymon, Woodward, Alva & Kingfisher Cities",51150,1 
4020200,99999,OK,[not in any metro division],"North Central Oklahoma Counties--Enid, Ponca City, Blackwell & Perry Cities",56031,1 
4020300,99999,OK,[not in any metro division],"Northeast Oklahoma Counties--Bartlesville, Skiatook, Pawhuska & Pawnee Cities",50591,1 
4020400,99999,OK,[not in any metro division],"Northeast Oklahoma Counties--Claremore, Nowata & Catoosa Cities",42149,1 
4020500,99999,OK,[not in any metro division],"Northeast Oklahoma Counties--Miami, Pryor Creek, Grove & Vinita Cities",62432,1 
4020600,99999,OK,[not in any metro division],"East Oklahoma Counties--Tahleqhah, Ft. Gibson, Sallisaw & Stilwell Cities",48122,1 
4020700,99999,OK,[not in any metro division],"East Oklahoma Counties--Muskogee, Wagoner & Coweta Cities",61807,1 
4020801,99999,OK,[not in any metro division],"Tulsa County (North)--North Tulsa, Owasso & Collinsville Cities",52191,1 
4020802,99999,OK,[not in any metro division],Tulsa County (West)--Tulsa & Sand Springs Cities,55815,1 
4020803,99999,OK,[not in any metro division],Tulsa County (East)--Northeast Tulsa City,66472,1 
4020804,99999,OK,[not in any metro division],"Tulsa County (Southwest)--South Tulsa, Jenks & Glenpool Cities",68830,1 
4020805,99999,OK,[not in any metro division],"Tulsa County (Southeast)--SE Tulsa, Broken Arrow & Bixby Cities",49067,1 
4020900,99999,OK,[not in any metro division],"Northeast Oklahoma Counties--Sapulpa, Bristow & Okmulgee Cities",47677,1 
4021000,99999,OK,[not in any metro division],"East Central Oklahoma Counties--McAlester, Seminole, Holdenville & Eufaula Cities",55057,1 
4021100,99999,OK,[not in any metro division],"North Central Oklahoma Counties--Stillwater, Guthrie & Cushing Cities",56015,1 
4021200,99999,OK,[not in any metro division],"East Central Oklahoma Counties--Shawnee, Stroud, Chandler & Tecumseh Cities",44429,1 
4021301,99999,OK,[not in any metro division],North Cleveland County--South Oklahoma City & Moore Cities,57165,1 
4021302,99999,OK,[not in any metro division],South Cleveland County--Norman & Noble Cities,64374,1 
4021401,99999,OK,[not in any metro division],"Oklahoma County (Northwest)--NW Oklahoma City, Bethany & Warr Acres Cities",77047,1 
4021402,99999,OK,[not in any metro division],Oklahoma County (Northeast)--Edmond & North Oklahoma City,67669,1 
4021403,99999,OK,[not in any metro division],"Oklahoma County (East)--Midwest City, Del City, East Oklahoma City & Choctaw Cities",52571,1 
4021404,99999,OK,[not in any metro division],"Oklahoma County (Central)--Oklahoma City, The Village & Nichols Hills Cities",57839,1 
4021405,99999,OK,[not in any metro division],Oklahoma County (Southwest)--West Central Oklahoma City,47407,1 
4021406,99999,OK,[not in any metro division],Oklahoma County (Southeast)--East Central Oklahoma City,50011,1 
4021500,99999,OK,[not in any metro division],"Canadian County--Yukon, Mustang, El Reno, West Oklahoma City & Piedmont Cities",60434,1 
4021600,99999,OK,[not in any metro division],"Southwest Oklahoma Counties--Altus, Weatherford, Elk City, Clinton & Anadarko Cities PUM",64156,1 
4021700,99999,OK,[not in any metro division],"Southwest Oklahoma Counties--Lawton, Elgin, Cache & Walters Cities",55292,1 
4021800,99999,OK,[not in any metro division],"South Central Oklahoma Counties--Chickasha, Newcastle, Blanchard & Purcell Cities",51499,1 
4021900,99999,OK,[not in any metro division],"South Central Oklahoma Counties--Ardmore, Duncan, Sulphur & Madill Cities",55822,1 
4022000,99999,OK,[not in any metro division],"Southeast Oklahoma Counties--Durant, Ada, Atoka & Tishomingo Cities",59713,1 
4022100,99999,OK,[not in any metro division],"Southeast Oklahoma Counties--Poteau, Idabel, Broken Bow, Wilburton & Hugo Cities",57973,1 
